TIC,role,verdict,sector,lc_pts_in_sector,t0_shift_phase,lc_dip_sigma,compactness,n_in,n_out,dip_sigma,diff_peak_snr,centroid_offset_px,centroid_offset_arcsec,nearest_capable_TIC,nearest_capable_dist_px,nearest_capable_dTmag,n_capable_in_cutout,note
365998904,candidate,ON_TARGET,13,1176,-0.0050000000000000044,108.5454688309681,0.8639366252363928,88,514,8.216303318473262,15.522559764186044,0.13987964993458066,2.9374726486261937,365998896,2.5886405460537594,-1.6250999999999998,7,
102509246,candidate,OFF_TARGET,74,11267,-0.0050000000000000044,122.44728366661124,0.8728958337551107,514,4535,17.55814339993012,298.79626989400487,2.334311715890599,49.02054603370257,102509309,0.0610529690097759,-1.0295000000000005,42,
378070153,candidate,INCONCLUSIVE,,,,,,,,,,,,,,,,search_tesscut did not respond within 90s
217028234,candidate,OFF_TARGET,12,1046,-0.0025000000000000022,61.29491429150242,0.8551745183981808,187,440,23.840959073175913,67.63482129155415,1.9709902266740973,41.39079476015604,217028137,0.15116898500813114,-3.171100000000001,144,
135324633,candidate,OFF_TARGET,9,1103,-0.012500000000000011,110.98733101059408,0.5453176780143997,12,497,-7.689192324428603,42.12259868995096,4.380738885989025,91.99551660576952,135324492,4.326374419672141,0.49260000000000126,18,
309657355,candidate,INCONCLUSIVE,,,,,,,,,,,,,,,,search_tesscut did not respond within 90s
192855779,candidate,OFF_TARGET,11,1080,0.0,105.59678174406032,0.8029223236539529,12,423,78.0705741639731,118.81380595285158,2.0804006235485915,43.68841309452042,192865493,0.18449941775284637,-2.9644999999999992,61,
462781859,candidate,OFF_TARGET,9,1103,-0.007500000000000007,44.74654902151106,0.820132900004184,121,458,70.17086569596403,180.45179964595997,2.487010073323894,52.22721153980177,462781925,0.14453921098549055,-3.2318999999999996,126,
457855575,candidate,OFF_TARGET,11,1080,-0.0025000000000000022,110.45378044243677,0.8898219415380967,56,482,8.115930078513397,21.568731096849177,1.0453396789019975,21.95213325694195,457855551,0.061161133785480604,-0.011000000000001009,78,
233452636,candidate,ON_TARGET,12,1053,0.0050000000000000044,57.079233452760356,1.0,162,466,55.66978121865537,8.94186251981892,0.08306557683462153,1.744377113527052,1332737174,0.11309780283000416,3.0656000000000017,183,
308626244,candidate,OFF_TARGET,11,1080,0.0050000000000000044,18.53169490343921,0.772280893352838,104,480,14.534312362416987,14.311346558148278,2.775674447543927,58.28916339842246,309044486,0.28139577204833705,-2.3858999999999995,166,
