TIC,verdict,bls_depth,bls_snr,n_eclipses_observed,target_Tmag,tic_contratio,dm_max,n_neighbours,n_capable_neighbours,blend_status,best_nbr_TIC,best_nbr_dTmag,best_nbr_sep_arcsec,best_nbr_required_depth,capable_nbr_known_as
309656476,NOVEL,0.0004954977074599,24.60608357338353,6.0,8.842,,8.262395876356544,93,5,BLEND_POSSIBLE,309656481.0,5.824999999999999,19.49187112635665,0.10593553139845327,
311051394,KNOWN_OTHER_TYPE,0.0007609383960212,12.87293450677101,4.0,8.184,,7.7966262534448285,262,13,BLEND_POSSIBLE,981380308.0,3.7764000000000006,7.384893271090122,0.024655254999302725,
31165161,NOVEL,0.0910692166884198,412.897759198804,23.0,14.8473,,2.60157099723833,69,13,BLEND_POSSIBLE,31165187.0,-4.1737,46.64357967555871,0.0019493579838002662,
313365243,NOVEL,0.0203149163954044,57.46347585064022,13.0,13.1826,,4.230462401604968,792,114,BLEND_POSSIBLE,313365240.0,-1.2643000000000004,61.45889167293089,0.006340084400804343,
313371518,NOVEL,0.0070839218664799,35.54743755608732,15.0,13.6603,,5.374315593981505,485,236,BLEND_POSSIBLE,313371465.0,-2.4452,24.765110330020644,0.000745064313507829,
315681366,NOVEL,0.0194407150606133,82.098374397933,20.0,14.7788,,4.278219412674655,353,203,BLEND_POSSIBLE,316858795.0,-4.954600000000001,23.977284057611243,0.00020270862833900567,
318887646,NOVEL,0.0360494851192526,149.87732244709204,3.0,12.296,0.0007186097,3.6077523343977393,2,0,BLEND_RULED_OUT,,,,,
323764927,NOVEL,0.0077297186652595,76.56479646119588,19.0,14.6664,,5.279590781487772,234,195,BLEND_POSSIBLE,323764915.0,-2.5222999999999995,14.49814543381166,0.0007572576814378435,
326257760,KNOWN_OTHER_TYPE,0.000759732665063,18.24871040535082,8.0,11.337,,7.798348001247301,23,13,BLEND_POSSIBLE,326257758.0,1.9637000000000011,60.9814025415523,0.004635971948987824,
329814247,NOVEL,0.080007100252554,99.93723848423453,12.0,14.9636,,2.7421786742803667,87,24,BLEND_POSSIBLE,329814233.0,-2.1357999999999997,51.72554190637451,0.011189444597260702,
330871525,NOVEL,0.1027129696724762,329.69298098251613,59.0,12.5454,0.3701513,2.4709367853214874,58,7,BLEND_POSSIBLE,330871489.0,-0.4372000000000007,51.42861272657007,0.06866655918646448,
333569564,NOVEL,0.0173530714567269,146.31239779941296,4.0,11.8087,0.772273839,4.40155911217546,111,10,BLEND_POSSIBLE,992140217.0,1.6067999999999998,31.84085788138122,0.0762248108117684,
333569585,NOVEL,0.0398616187184792,229.18536526079944,4.0,12.7109,,3.4986126731311513,117,8,BLEND_POSSIBLE,333569564.0,-0.9022000000000006,30.89722184655393,0.017365005721797486,
333732585,NOVEL,0.0004061754793286,27.22695939265904,232.0,11.5826,,8.478215745863967,15,13,BLEND_POSSIBLE,333732580.0,2.121600000000001,26.158553788911277,0.0028665115872442593,
339901386,NOVEL,0.0114874117407563,27.56462311594321,42.0,14.8419,,4.849444530831723,256,164,BLEND_POSSIBLE,339901326.0,-2.5410000000000004,39.6841538453425,0.0011061707939253429,
344493385,NOVEL,0.067060248644215,285.9861973979182,3.0,14.9423,,2.9338371015965703,58,12,BLEND_POSSIBLE,344493366.0,-0.9473000000000003,55.384142154280624,0.028024970193269334,
346535587,NOVEL,0.0151622854763167,150.04725490876726,5.0,14.8235,,4.548088326749696,496,264,BLEND_POSSIBLE,346535467.0,-5.741999999999999,54.79638027752101,7.655343266731771e-05,
