TIC,bls_period,bls_depth,bls_snr,verdict,exoplanet_conflict,vsx_match,vsx_name,vsx_type,vsx_period,asassn_match,asassn_queried_ok,asassn_name,asassn_type,asassn_period,gaia_veb_match,gaia_veb_period,gaia_class_match,gaia_class,gaia_class_score,period_check_source,period_check
402613330,9.050034267510537,0.0004915445103502,19.737580811956462,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
403630242,1.8481394752194016,0.0095398284794537,42.87811909645964,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
403645199,13.222374677827474,0.0016223831891901,35.33063474306688,KNOWN_OTHER_TYPE,False,True,ASASSN-V J190522.48-013353.5,L,,True,True,J190522.48-013353.5,L,--,False,,True,LPV,0.8499345,,no_catalog_period
410918190,26.898725066700845,0.4583143050841675,459.8357719976229,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
411434067,1.353604313972901,0.0428867735512509,192.9009286180517,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
411513993,1.126026728282896,5.1270321321794654e-11,387.35669300272775,KNOWN_OTHER_TYPE,False,True,ASASSN-V J121342.82-591513.0,SR:,452.0,True,True,J121342.82-591513.0,L,--,False,,True,LPV,0.89325225,vsx,disagrees(ratio=0.0025)
411731832,13.416853939154716,0.0701866834949589,315.8112273267472,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
412633548,1.0168616335497216,0.0850527512443017,199.49707093160563,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
414232493,34.122901217549234,0.4902482702077836,208.0252994553693,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
417861102,2.514278332071979,0.0194097209347311,27.07948562962417,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
421566477,1.110034236550112,0.0441018363772221,541.5146106696648,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
42217803,11.411548801570266,0.045953391161995,195.27451207882245,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
426236217,3.7338081468256674,0.3589824217873917,894.8374121331576,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
427332229,2.7184029339124,0.0086033562781794,80.869982689952,KNOWN_OTHER_TYPE,True,True,WASP-32,EP,2.718659,False,True,,,,False,,False,,,vsx,agrees_1x
43333100,0.8084676331326976,0.0002380657932495,12.213604720524106,NOVEL,False,False,,,,False,True,,,,False,,False,,,,no_catalog_period
433770378,10.436249073720782,0.0016108858075791,27.13193207553424,KNOWN_OTHER_TYPE,False,True,GDS_J1836425-152947,VAR,,True,True,J183642.55-152946.5,SR,5.8246,False,,False,,,asassn,disagrees(ratio=1.7918)
