span_days,max_period,period_over_max,n_eclipses_observed,n_eclipses_possible,n_data_gaps,frac_intransit_near_gap,frac_all_near_gap,TIC,verdict,bls_period,bls_depth,bls_snr,period_band,lt3_eclipses,at_ceiling
787.7008201703193,39.8,0.8653934655225705,2,22.869918346073334,4,0.0,0.02392828490704245,363736935,NOVEL,34.4426599277983,0.4682653389987663,545.033340941395,other,True,False
1150.3671155191896,39.8,0.5149939621690623,4,56.12434027011053,8,0.48559670781893005,0.10875503162737206,366749440,NOVEL,20.49675969432868,0.0004139979884085,19.208539822537823,other,False,False
26.21547397115455,13.107736985577276,0.9995995220979448,2,2.0008012766977212,1,0.0,0.039739884393063585,367301645,NOVEL,13.1024876265686,0.4167948674570574,2393.98343327864,13-14.5d,True,True
1272.1707098697993,39.8,0.9923482332065199,16,32.21055584933085,30,0.02782392026578073,0.033714106986970915,367854604,NOVEL,39.49545968161949,0.0452603143421581,72.80072878593835,other,False,True
26.208312443873865,13.104156221936933,0.05082939031720007,38,39.34731436908901,2,0.05224787363304982,0.06684733514001806,374684661,NOVEL,0.6660762713823981,0.0025788420574723,93.09124829753148,other,False,False
1849.8166177403425,39.8,0.02779215124839446,120,1672.3356191623618,9,0.08996445173639596,0.06783276450511945,378067576,NOVEL,1.1061276196860994,0.0604560919642945,91.20615401682365,other,False,False
27.854497152969998,13.927248576484999,0.9634962738281964,2,2.0757734662050447,2,0.0,0.06525911708253358,382024699,NOVEL,13.418852108122348,0.0347735445800838,607.6984086905642,13-14.5d,True,True
24.41653333408931,12.208266667044654,0.0630052787619147,30,31.743371972968013,1,0.04160688665710186,0.04664179104477612,386140833,NOVEL,0.7691852445569397,0.0064138130561365,118.00075746902048,other,False,False
24.416543137214603,12.208271568607302,0.6002806167905849,3,3.33177507995019,1,0.0,0.04664179104477612,386206443,KNOWN_OTHER_TYPE,7.328388787150551,0.0170532460434892,27.31876969950387,other,False,False
21.75027905804609,10.875139529023045,0.15783877624724685,11,12.671157541585956,1,0.0,0.04092920353982301,387142107,NOVEL,1.7165187147790577,0.0457525891663695,184.35170617405257,other,False,False
24.145792177365365,12.072896088682683,0.0886319579700015,16,22.56522416752796,1,0.0,0.05938242280285035,393915029,NOVEL,1.070044418708319,0.0070007511246639,46.67646424307991,other,False,False
27.833170905435964,13.916585452717982,0.051392383145732926,22,38.91627275443946,3,0.11827956989247312,0.07532956685499058,394085020,KNOWN_OTHER_TYPE,0.7152064916664156,0.0181221086783018,60.45959917531625,other,False,False
763.2755054081854,39.8,0.6601204163782312,3,29.051936649699464,3,0.0,0.03406545911751994,394420407,KNOWN_OTHER_TYPE,26.2727925718536,0.5223103091295546,446.6717517043114,26-28.5d,False,False
54.416817963515086,27.208408981757543,0.9918176317841737,1,2.016499743407681,4,1.0,0.06855575868372943,398499986,NOVEL,26.98577976090201,0.892098834080782,12621.63542727794,26-28.5d,True,True
54.41713927612477,27.208569638062386,0.030888327857576663,62,64.74937747429458,4,0.06987577639751552,0.06855575868372943,400910916,NOVEL,0.8404272195161769,0.0070821414740005,73.15137281933258,other,False,False
51.02109282044103,25.510546410220513,0.8051056824608357,1,2.4841459246529287,3,1.0,0.06307222787385554,401120789,NOVEL,20.53868587754941,0.3073057099402619,7299.703957369545,other,True,False
763.2770480254189,39.8,0.2273877956660939,3,84.33968595738583,5,0.0,0.1353981952161406,402613330,NOVEL,9.050034267510537,0.0004915445103502,19.737580811956462,other,False,False
24.41650118695634,12.20825059347817,0.15138446422509588,12,13.211395305572237,1,0.0,0.04664179104477612,403630242,NOVEL,1.8481394752194016,0.0095398284794537,42.87811909645964,other,False,False
26.44474935565495,13.222374677827474,1.0,2,2.0,2,0.7476923076923077,0.12781170862505586,403645199,KNOWN_OTHER_TYPE,13.222374677827474,0.0016223831891901,35.33063474306688,13-14.5d,True,True
54.417115740823874,27.208557870411937,0.9886126708667635,1,2.0230369880314254,4,1.0,0.06855575868372943,410918190,NOVEL,26.898725066700845,0.4583143050841675,459.8357719976229,26-28.5d,True,True
759.1160349368442,39.8,0.034010158642535204,39,560.8108862395674,1,0.04940119760479042,0.01945367957588283,411434067,NOVEL,1.353604313972901,0.0428867735512509,192.9009286180517,other,False,False
27.062787997589794,13.531393998794897,0.9915352357894256,2,2.0170740562816913,1,0.0,0.03700277520814061,411731832,NOVEL,13.416853939154716,0.0701866834949589,315.8112273267472,13-14.5d,True,True
27.062401939506117,13.531200969753058,0.0751493999551674,23,26.613652287219313,1,0.03125,0.037927844588344126,412633548,NOVEL,1.0168616335497216,0.0850527512443017,199.49707093160563,other,False,False
349.7169137569872,39.8,0.8573593270741015,1,10.248745015184394,1,0.0,0.01999074502545118,414232493,NOVEL,34.122901217549234,0.4902482702077836,208.0252994553693,other,True,False
50.31243348199996,25.15621674099998,0.09994659999785144,19,20.010685706597265,3,0.10967741935483871,0.06415432929564828,417861102,NOVEL,2.514278332071979,0.0194097209347311,27.07948562962417,other,False,False
27.89569937757301,13.947849688786505,0.07958461421064307,22,25.13048558238201,1,0.012195121951219513,0.022099447513812154,421566477,NOVEL,1.110034236550112,0.0441018363772221,541.5146106696648,other,False,False
27.85428524144254,13.92714262072127,0.8193747355320237,2,2.440885608587127,2,0.5,0.06525911708253358,42217803,NOVEL,11.411548801570266,0.045953391161995,195.27451207882245,other,True,False
