TIC,n_points_raw,n_points,status,error,n_dropped_physical,frac_dropped_physical,n_segments,max_segment_median_offset,max_segment_scatter_ratio,min_segment_scatter_ratio,inhomogeneous_photometry,bls_period,bls_t0,bls_duration,bls_depth,bls_depth_err,bls_snr,depth_too_small,non_finite_bls_result,n_in_transit,below_noise_floor,frac_above_1_2,noisy_photometry,depth_flagged_implausible,insufficient_intransit_points,depth_odd,depth_even,odd_even_z,possible_half_period_alias,n_odd,n_even,secondary_phase,secondary_depth,secondary_sigma,secondary_detected,secondary_flagged_implausible
136191877,39395,39395,OK,,0,0.0,7,0.135595035479116,1.5901257447369836,0.4911951301223507,False,0.9021624954798597,1684.048457329728,0.12,0.5656905815020541,0.0010187325994058974,555.2885829234801,False,False,5224,False,0.0005076786394212463,False,False,False,0.5939352322564146,0.5848383147041802,4.427325011002559,True,3212,3057,-0.485,0.12548138240593987,2.7625656018603952,False,False
137091217,64794,64794,OK,,0,0.0,28,1.125294309243871,2.298130218199952,0.5886038221626473,False,13.589848101136296,134.7545471697829,0.5,0.00107502879044414,7.198433041642817e-06,149.3420560037325,False,False,2460,False,0.0,False,False,False,0.0009522194244622195,0.0008679245065144059,1.4341873808432977,False,1445,1519,-0.044999999999999984,0.0006579155079404764,1.3852539234496701,False,False
13831700,862,846,OK,,16,0.018561484918793503,2,0.020961192365218678,1.072247750658927,0.9277522493410731,False,6.14425832821374,1517.7777638777154,0.02,0.1383510968510754,0.0033483698756564127,41.31894085445179,False,False,2,False,0.022458628841607566,True,True,True,nan,nan,nan,False,2,2,-0.145,0.003328374647755483,1.9890795719555394,False,False
138362838,60873,60854,OK,,19,0.00031212524436121107,9,0.013197841210385731,10.313462866154312,0.5723135774567333,True,33.79683838242553,1689.2903797153526,0.17,0.12635964906387334,0.0006536217656846937,193.32227856810553,False,False,300,False,0.0005751470733230355,False,True,False,0.2839007221971306,-0.0013023963891103385,108.15636060916158,True,236,128,-0.16499999999999998,0.001145324384755786,2.6229719594897354,False,False
138407805,10618,10618,OK,,0,0.0,8,0.02512043067851185,1.0417822968581694,0.7209679880879452,False,0.8779908345776146,1843.311236789927,0.02,0.005159989506027433,6.536530783714093e-05,78.9407971409491,False,False,248,False,0.0,False,False,False,0.003681842066074803,0.0037629140357364754,0.10785189418047117,False,151,146,0.18500000000000005,0.00613477705331178,1.7442516625484565,False,False
139716826,1072,1072,OK,,0,0.0,2,0.02285536765382882,1.0659693186063248,0.9340306813936751,False,0.7681332942343571,1492.1788983727681,0.5,0.0063438464370990585,0.00018385466093797796,34.504681060215866,False,False,697,False,0.0065298507462686565,False,False,False,0.00014193822174202175,0.00023232412385221224,0.03145117764180543,False,420,423,nan,nan,nan,False,False
139853641,1072,1072,OK,,0,0.0,2,0.05387646928659896,1.1252028602815674,0.8747971397184325,False,0.8164549251720169,1492.2248716968425,0.5,0.009557473000643487,0.00011209987798617305,85.25854953938801,False,False,652,False,0.013992537313432836,False,False,False,0.0004979886365321651,0.000330837539950668,0.036840580815635716,False,384,401,nan,nan,nan,False,False
14001269,1124,1124,OK,,0,0.0,2,0.020037667575308296,1.0473693742511372,0.9526306257488628,False,12.552541100644671,1438.0780329906477,0.17,0.2089994234608356,0.0009245658885810386,226.05141076705073,False,False,16,False,0.0,False,False,False,nan,nan,nan,False,0,19,-0.245,0.09734096619754762,6.517105749555913,True,False
142837818,1072,1072,OK,,0,0.0,2,0.014832388897547153,1.038352704103519,0.961647295896481,False,0.8669692448516142,1492.268686870073,0.5,0.0004056038281222851,2.243843879468361e-05,18.07629451556967,False,False,614,False,0.0,False,False,False,0.00019284615911496772,3.468798582617616e-05,1.5606248476812972,False,370,369,nan,nan,nan,False,False
142841561,1072,1072,OK,,0,0.0,2,0.011469965630134086,1.0413089002043812,0.9586910997956191,False,0.7550291699559759,1492.0437017523852,0.058,0.030978040304362388,0.0003197646389241497,96.87762977353661,False,False,82,False,0.0046641791044776115,False,False,False,0.031084747483964614,0.03252326911738701,0.2656703862980616,False,49,49,0.475,0.019330485979283107,2.7360202092101225,False,False
144079288,1086,1080,OK,,6,0.0055248618784530384,2,0.027146577091001035,1.0542348514629314,0.9457651485370686,False,9.459980222855352,1577.1241703011394,0.244,0.026099890208034906,0.0005918721300952722,44.09717721264164,False,False,24,False,0.0,False,False,False,0.023884041655317656,0.02542280574072353,0.2516294833861424,False,14,14,0.485,0.008423427806179884,3.36488704877299,False,False
145593829,1966,1950,OK,,16,0.008138351983723296,4,0.061691979525345324,1.2985043754434427,0.4987461341415185,False,20.602679904313145,1535.1082800493427,0.35000000000000003,0.062467633048740576,0.00037995139786265505,164.40953606208706,False,False,13,False,0.008717948717948718,False,False,False,nan,nan,nan,False,2,15,0.025000000000000022,0.0043321332503187815,3.1264135805937103,False,False
145599042,1966,1966,OK,,0,0.0,4,0.11715886041949304,1.3600889094239828,0.8311301766974198,False,13.18662723426584,1530.3698290963064,0.5,0.11160195944980855,0.000566377867329287,197.0450575268051,False,False,15,False,0.0,False,False,False,0.14442076082277755,0.08091929561563527,17.766252405769677,True,7,12,0.04500000000000004,0.008150424408589596,6.666218566570942,True,False
145905547,1934,1916,OK,,18,0.009307135470527405,4,0.11990759367828581,1.0988329773409204,0.9109036486750791,False,1.0077896660084578,1492.359930635064,0.5,0.004493805917800156,0.00011242582036157936,39.97129754844003,False,False,933,False,0.006784968684759917,False,False,False,0.00024037955554634394,0.00029820761830590126,0.013536838854340098,False,572,551,nan,nan,nan,False,False
146204013,1966,1966,OK,,0,0.0,4,0.02712169724140331,1.2389286649829032,0.7534897643342722,False,14.190971289039513,1521.192861865384,0.17,0.20635223459406551,7.386366357648492e-05,2793.6907621755086,False,False,31,False,0.001017293997965412,False,False,False,0.19481694442388287,0.21373155935579236,5.330265610600372,True,19,18,-0.435,0.06785138240932342,8.295702468482165,True,False
146608979,2189,2187,OK,,2,0.0009136592051164915,4,0.19767531939288466,1.1053733675412531,0.8675601361689552,False,3.6874719247979484,1544.6710522594074,0.35000000000000003,0.00968217461894355,0.0002654725693403412,36.47146913521904,False,False,188,False,0.003657978966620942,False,False,False,0.007721099818314037,0.0065131052286779845,0.21494329346883498,False,103,136,-0.475,0.002950166072484217,2.52482170197452,False,False
146939207,2189,2169,OK,,20,0.009136592051164915,4,0.091314134171787,2.9641051418779907,0.9504987681657319,False,13.884490547857876,1544.74389826578,0.5,0.04028010425286744,0.0008558726483344205,47.063198399031606,False,False,90,False,0.024896265560165973,True,True,False,0.053723314300077485,0.024557181712182574,1.4022130492057219,False,54,55,-0.135,0.18164735919905683,6.536892987476315,True,False
147410827,2189,2185,OK,,4,0.001827318410232983,4,0.05500335774652184,1.2684822251900734,0.877576136633354,False,14.115163649055443,1543.9517581993337,0.5,0.14686490884073633,0.0015576246746435013,94.28773903722974,False,False,82,False,0.021510297482837528,True,True,False,0.16119543747577414,0.14353745791716355,0.8419685972440613,False,53,45,-0.135,0.3928486265316058,4.558535383771557,False,False
147639214,1072,1072,OK,,0,0.0,2,0.004581247379799715,1.0191017092257433,0.9808982907742568,False,1.0386518400043132,1491.6903326007457,0.058,0.11242466208868919,0.00043423486865473503,258.90288920597783,False,False,60,False,0.043843283582089554,True,True,False,0.10671526521304253,0.098817835867121,0.16001833036983684,False,36,36,0.495,0.03527139419976355,3.843396322056367,False,False
150250239,12295,12248,OK,,47,0.0038226921512810085,22,1.4483892611173048,27.527480271786413,0.76871384071654,True,31.392623740333818,1344.2971203589232,0.02,0.11387966730787803,0.0017645909115960607,64.53601600207418,False,False,5,False,0.004980404964075767,False,True,True,0.0036092689582964965,0.005237971159391508,0.04000252010194515,False,4,3,0.06500000000000006,0.002047508435345513,3.0591817133510353,False,False
150250315,12295,12295,OK,,0,0.0,22,77.6308123015309,145.9852047357206,0.8259780176656472,True,37.7061888590883,1346.6541345052563,0.35000000000000003,0.012089175610453667,0.00012840587487623006,94.1481503249472,False,False,97,False,0.004473363155754371,False,True,False,0.004900651807477674,6.866250706272226e-05,0.6540153383824875,False,40,75,0.19500000000000006,0.0008324916417943307,3.634447555355902,False,False
153080360,14902,14902,OK,,0,0.0,2,0.001795525308939369,1.0173735211484674,0.9826264788515324,False,0.7825225996516298,4154.127233666632,0.058,0.006564112690742365,5.862010103947383e-05,111.97716439148061,False,False,1128,False,0.0,False,False,False,0.006144959093740798,0.0057165690264116,3.7328734516417974,True,677,676,-0.495,0.0030754887222103067,3.2626241084998497,False,False
153336799,1934,1918,OK,,16,0.008273009307135471,4,0.08918591458181202,1.330413961356961,0.7783501108445797,False,1.1312302183921423,1492.346229587927,0.12,0.009697459540939687,0.000172746225795303,56.13702699606745,False,False,202,False,0.006777893639207508,False,False,False,0.007059189414941103,0.00785505413843135,0.08563959702081353,False,123,120,0.385,0.002966714914478641,2.1150628852915423,False,False
154125993,37841,37840,OK,,1,2.6426362939668615e-05,7,0.011734949562494303,2.0738352524322696,0.9426591771161412,False,35.458915188131016,2452.1658312786594,0.02,0.24295465707848024,0.010309043409216687,23.56713881535015,False,False,4,False,0.0003171247357293869,False,True,True,0.01698410755723112,0.025477394262855446,0.29302007492013,False,4,4,-0.0050000000000000044,0.00516614507705504,3.0239134654753204,False,False
154831114,1934,1904,OK,,30,0.015511892450879007,4,0.5248278163539676,1.330639699686551,0.5583644157569397,False,1.5824544349592473,1491.7423291264488,0.12,0.032131186389654454,0.00027999250807541937,114.75730765267309,False,False,142,False,0.004726890756302521,False,False,False,0.020711978874765946,0.01590335893235617,0.6591550903470326,False,91,81,0.09499999999999997,0.010542791392603945,3.5327321360943698,False,False
158329671,1101,1101,OK,,0,0.0,2,0.015550218858115894,1.0129807199851302,0.9870192800148698,False,1.5333946458252492,1544.1085346090476,0.12,0.11813650069132627,0.0001752062849510594,674.2709071442584,False,False,83,False,0.0009082652134423251,False,False,False,0.10562075664100123,0.10865656128804502,0.6427617253059272,False,54,46,-0.175,0.003820223973572956,2.591617169313948,False,False
158495042,75449,75449,OK,,0,0.0,9,0.013769028841198756,1.517679715362697,0.0,True,39.128791797229525,1721.9579416509168,0.02,0.05023896748123316,0.000883167024272298,56.88501280109332,False,False,42,False,2.6507972272661e-05,False,True,False,0.0011540208426803478,-0.0007041777955429929,0.8851868812534394,False,24,28,0.365,0.0008295367124615538,3.4127506250198203,False,False
159809844,24277,24277,OK,,0,0.0,9,0.04150142815756526,1.3202645545186533,0.0,True,36.485132485620696,1773.2015805808937,0.02,0.2473556179718435,0.002457468644319603,100.65463848078055,False,False,2,False,0.0,False,True,True,nan,nan,nan,False,3,0,-0.015000000000000013,0.0002169659904470711,5.503436801690037,True,False
160130060,1029,1027,OK,,2,0.001943634596695821,2,0.08990604362919022,1.0909359383975674,0.9090640616024326,False,3.1056669601151454,1626.8700442235565,0.084,0.059126234171889974,0.0008731122533419963,67.71893756567215,False,False,31,False,0.004868549172346641,False,False,False,0.03966582288460119,0.050657608313734115,1.2957402669114702,False,18,19,-0.495,0.009936452793645412,2.7871598904005195,False,False
162965799,1029,1019,OK,,10,0.009718172983479106,2,0.09431371870436003,1.1062352229771095,0.8937647770228905,False,12.39791504886902,1627.2528219423211,0.02,0.44432800177032333,0.052980372182558855,8.386653084264216,False,False,2,True,0.004906771344455349,False,True,True,nan,nan,nan,False,0,3,-0.015000000000000013,0.08189324812218224,3.2482339917062784,False,False
163249597,1086,1086,OK,,0,0.0,2,0.013147576548268007,1.0413278927449963,0.9586721072550038,False,11.37644927544914,1570.6984327550208,0.244,0.020004153745419858,0.0004932663399020252,40.554467489902464,False,False,21,False,0.0027624309392265192,False,False,False,nan,nan,nan,False,0,25,0.20500000000000002,0.009601074851711244,5.976920709124015,True,False
174089663,1934,1929,OK,,5,0.0025853154084798345,4,0.3132072523578801,3.1325865662170345,0.8515851240656529,True,13.075647318176307,1504.4214175429247,0.244,0.9087035890324551,5.5569729996786194e-05,16352.492428611922,False,False,5,False,0.010368066355624676,False,True,True,nan,nan,nan,False,6,0,-0.11499999999999999,0.0017680600469062169,1.6785721943725795,False,False
176255016,5215,5215,OK,,0,0.0,4,0.020388839329833527,1.1334136524812743,0.8813018705850916,False,1.4624768501578063,2089.499053722248,0.17,0.0008919095237272721,0.00016130826536184224,5.529223947245142,False,False,607,True,0.0,False,True,False,0.0008885102544423651,0.00032354220396602074,2.0584067018876158,False,373,355,0.355,0.001571948784541477,2.765974412524102,False,False
180251856,13110,12930,OK,,180,0.013729977116704805,4,0.0351296005664804,1.4055942458934632,0.6622770557647601,False,0.7971737029752178,2770.3564712192438,0.5,0.3553404724016088,0.0001036533889439159,3428.1606807267453,False,False,8205,False,0.00819798917246713,False,False,False,7.128713688220323e-05,7.128713688220323e-05,0.0,False,4948,4847,nan,nan,nan,False,False
180448842,12739,12691,OK,,48,0.003767956668498312,4,0.013160069972452807,1.4572488468247409,0.6060902830259071,False,17.28146641227578,2779.106672696317,0.084,0.949780417916297,0.0005316344632358849,1786.529060090075,False,False,17,False,0.009140335670947916,False,False,False,nan,nan,nan,False,0,23,-0.0050000000000000044,0.46629094018508443,7.000688464367631,True,False
181674559,1966,1966,OK,,0,0.0,4,0.1430484034831563,1.1126473372791248,0.8035997832770719,False,12.646192909357262,1518.5676675711807,0.35000000000000003,0.01769382942204468,0.00018534539195873902,95.46409131112158,False,False,12,False,0.0,False,False,False,nan,nan,nan,False,0,16,0.10499999999999998,0.0007364832143257338,1.6348902321008458,False,False
183517039,50883,50883,OK,,0,0.0,6,0.062368839542080536,1.49410815397417,0.6376791293907452,False,27.746930678359075,2240.941215537252,0.058,0.11295929592393306,0.0002271900754821059,497.2017183595242,False,False,33,False,0.0,False,False,False,nan,nan,nan,False,38,0,-0.11499999999999999,0.00023513813328257527,2.0752929734527985,False,False
183663600,862,862,OK,,0,0.0,2,0.13414840109098017,1.1213859748316357,0.8786140251683641,False,11.406750013682986,1523.7206156137295,0.244,0.5757122554319484,0.0002511799206401096,2292.0313612839636,False,False,22,False,0.0,False,False,False,0.5515223255150592,-0.0001269003434762883,50.50381290761341,True,13,13,0.03500000000000003,0.09412735898112212,9.425455716739886,True,False
185326770,862,862,OK,,0,0.0,2,0.16482187439933252,1.2518645150167629,0.748135484983237,False,11.106800320005439,1519.3242328847077,0.17,0.011035553002469459,0.00024175779676773577,45.64714416665394,False,False,16,False,0.0,False,False,False,nan,nan,nan,False,0,20,-0.235,0.0016869493084439302,0.1865873900767775,False,False
186143099,862,862,OK,,0,0.0,2,0.0017419823999200367,1.1773741092943557,0.8226258907056442,False,8.886946384130523,1521.2033146729739,0.244,0.015654378790270058,0.00041886534733449914,37.37329643019794,False,False,23,False,0.0,False,False,False,nan,nan,nan,False,0,28,-0.365,0.001987412199758287,0.6729936282913673,False,False
192855782,2167,2167,OK,,0,0.0,4,0.12973968929834245,1.246799506514243,0.91916868374395,False,8.988830716776237,1598.2785926337745,0.02,0.19866840250734896,0.0006435062973002003,308.7279850109513,False,False,4,False,0.0,False,True,True,nan,nan,nan,False,1,7,-0.405,0.00315865611253463,3.8265649356601856,False,False
193621561,65919,65919,OK,,0,0.0,9,0.007747674638442655,1.59145979587534,0.0,True,31.43571270680635,1703.2588886909455,0.02,0.05453423769597448,0.0011614242048545193,46.95462473403977,False,False,32,False,0.0,False,True,False,0.0016825170607730477,0.006504857108220796,1.6423563781687256,False,29,11,0.10499999999999998,0.0006187206019911962,5.204058807207502,True,False
1956100031,3700,717,UNRELIABLE_DATA,,2981,0.8056756756756757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961129327,1854,109,UNRELIABLE_DATA,,1743,0.9401294498381877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196227720,63111,63109,OK,,2,3.169019663767014e-05,5,0.06353091127961377,1.196309631896007,0.5720776849726367,False,1.4883802986133408,2421.4009241699523,0.17,0.6172539850338207,0.0012034684966257879,512.8958396205967,False,False,6888,False,0.04344863648607964,True,True,False,0.5233521611152749,0.5602858411319458,17.21421357105704,True,4082,4262,-0.33499999999999996,0.03313413901014095,0.5129934485283006,False,False
19938261,1072,1072,OK,,0,0.0,2,0.03248342080541568,1.0337206561203873,0.9662793438796126,False,2.320534793072512,1493.895415819839,0.084,0.06483668544188972,0.000464961854225092,139.4451713677607,False,False,37,False,0.0009328358208955224,False,False,False,0.04652423622420976,0.07277140616854605,4.93711426662594,True,25,19,0.405,0.0026014552143482916,2.444961821138516,False,False
199617844,4472,393,UNRELIABLE_DATA,,4077,0.9116726296958855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203279104,10678,10678,OK,,0,0.0,4,0.017345056473871592,1.0875309072543402,0.8572511600298874,False,1.2344142866893872,3262.493381816507,0.12,0.00020402314676620992,6.274581789268324e-06,32.51581597281258,False,False,1051,False,0.0,False,False,False,0.0002016129190782756,0.00016975255093365504,1.7683636178680222,False,622,642,-0.425,0.00021253651728869727,2.859908431306428,False,False
207754858,1086,1086,OK,,0,0.0,2,0.024259593923171594,1.0686756586012054,0.9313243413987946,False,10.197636246489367,1630.5180012372211,0.5,0.002804741299911144,0.00019970654984734565,14.044313028566512,False,False,60,False,0.0,False,False,False,0.004728108766781203,0.001846904714165598,2.9752567072396547,False,13,58,-0.195,0.0035090836775950596,3.115325268505015,False,False
20817046,25380,25380,OK,,0,0.0,7,0.06665834541524897,1.4363281797893162,0.6457149477744528,False,34.565710956072174,3341.3523340800043,0.17,0.01254700930827392,2.777432189826769e-05,451.7485378844294,False,False,55,False,0.0,False,False,False,nan,nan,nan,False,63,0,-0.034999999999999976,0.0010417753100581129,0.618650316458316,False,False
208358448,1081,1081,OK,,0,0.0,2,0.059629747642443165,1.0077534395928,0.9922465604072,False,1.6784373640597259,1597.0378500204015,0.058,0.015061003562784349,0.00012692464334712229,118.66098785556147,False,False,36,False,0.0,False,False,False,0.012897911098249448,0.013467507417333824,0.34953502733718916,False,24,20,-0.495,0.0031305530366387835,2.8528928812353858,False,False
216742782,23445,23277,OK,,168,0.007165706973768394,8,0.2576177926954613,1.676934791691574,0.8107975591003216,False,0.7469937358724879,1683.6329986542823,0.5,0.0552159548770205,0.0001480831808000199,372.8712104826228,False,False,15555,False,0.011685354641921209,False,False,False,0.0011338402584102347,0.0012454286159679917,0.064787684018371,False,9586,9094,nan,nan,nan,False,False
218210390,1056,1042,OK,,14,0.013257575757575758,2,0.1157400125924778,1.1153477203083444,0.8846522796916556,False,5.861125919430378,1629.9638376288506,0.02,0.9457436015672733,0.0003120172625349078,3031.0617876838323,False,False,1,False,0.0047984644913627635,False,True,True,nan,nan,nan,False,2,3,0.335,0.00643116548339373,2.4120018465489275,False,False
220148279,904,904,OK,,0,0.0,2,0.010897918544298084,1.058393491167326,0.9416065088326738,False,3.6427614196385134,1468.3470678907922,0.12,0.01569835231376531,0.0004377162824302663,35.864218316498786,False,False,30,False,0.00995575221238938,False,False,False,0.011277398695975216,0.013904564925789287,0.1741151078100499,False,15,20,-0.034999999999999976,0.0025601586585445313,2.8295692960450336,False,False
220426670,14740,14740,OK,,0,0.0,3,0.0204810342289753,1.0257449383867454,0.9624272076010115,False,8.196554006756898,1413.1990095454755,0.058,0.00022917829508527793,2.9511867109430806e-05,7.765631846859386,False,False,126,True,0.0,False,True,False,0.0002787609705263705,0.00020057031148490445,1.2099220688102403,False,50,100,-0.0050000000000000044,9.48324656475652e-05,2.709343453148781,False,False
220477788,12404,12379,OK,,25,0.002015478877781361,21,0.16339982168253897,1.6050638324299764,0.6118518137670349,False,38.968110608823174,1361.5793957329163,0.028,0.0847187679709254,0.0003253553318915016,260.38844201015627,False,False,6,False,0.0022618951450036353,False,True,True,0.0016360028845809893,0.0009282728015526098,0.02748171151716666,False,5,3,0.405,0.0008903159850264242,3.217317802881971,False,False
22206966,32435,32346,OK,,89,0.002743949437336211,4,0.003266905817766844,1.4859506447514792,0.8036272777732614,False,0.9696575722928583,2391.2474509256704,0.5,0.10332775567005968,7.741671224772157e-05,1334.6957351976762,False,False,16760,False,0.006059481852470167,False,False,False,0.0,0.0,0.0,False,10160,9960,nan,nan,nan,False,False
222712042,12952,12900,OK,,52,0.004014823965410748,4,0.007381478536658658,1.2261107903864628,0.721264450755291,False,12.97062575807237,2778.531406780804,0.058,0.6214006858942694,0.00026735087445021365,2324.2889598626966,False,False,34,False,0.007131782945736434,False,False,False,0.004309814556143765,0.594059997341783,25.330039623732794,True,32,10,-0.08499999999999999,0.0029957313637515304,2.159185014314437,False,False
224291351,6421,6421,OK,,0,0.0,3,0.04002046233066989,1.0261294812824955,0.9738224887398499,False,7.35270073266907,3345.9128973058746,0.084,0.0008858043235262504,0.0001264216599340206,7.006744920044169,False,False,72,True,0.0,False,True,False,0.0004357532679126752,0.0009521086675692292,2.313798935045204,False,43,44,0.275,0.0004328672840275827,2.4528054995194135,False,False
