TIC,n_points,status,error,bls_period,bls_t0,bls_duration,bls_depth,bls_depth_err,bls_snr,depth_odd,depth_even,odd_even_z,possible_half_period_alias,n_odd,n_even,secondary_phase,secondary_depth,secondary_sigma,secondary_detected
436415423,31445,OK,,38.31093182774005,1720.8502492804218,0.12,0.17537064158443263,0.0014867632363382093,117.95465296569876,0.003706779175466801,0.35985053660478683,25.205323454466583,True,63,7,-0.215,0.0005589473612458429,2.0127672955140863,False
43797047,7629,OK,,3.0882217141649617,3453.661381793807,0.084,0.0009542913139641566,0.00016287872787224087,5.858906969808147,0.0005078922321595236,0.0006602219430851264,0.42226617289796425,False,44,174,-0.16499999999999998,0.000906709216282664,2.064169849930755,False
459536921,1107,OK,,2.7250475168582238,1569.4823775679808,0.058,0.03115634947904357,0.0009469120099627005,32.903109424360174,0.033089019471353454,0.02962265903326089,0.5620270624220838,False,15,16,0.495,0.010366659889906038,3.8506161193571877,False
46669598,1047,OK,,13.14938080557569,1627.7037717151134,0.084,0.04712683695058895,7.672321240346499e-05,614.2448350932266,,,,False,1,4,-0.125,81492880682655.14,10.000510191066889,True
469212596,2211,OK,,13.590871367348434,1555.7406317424684,0.35000000000000003,0.11539038768432895,0.0009573833167420011,120.5268419309888,0.04482186545354194,0.12331638558707725,8.820268028840072,True,5,17,-0.034999999999999976,0.02007820221391865,2.0107154208812545,False
469451734,1148,OK,,14.15684295862664,1668.1009657549178,0.058,0.02684910913227135,0.0009423776581596334,28.490816712171313,,,,False,6,0,0.0050000000000000044,8725815789763.696,5.029215719442562,True
49209767,14243,OK,,3.0239162076886257,2309.094985483923,0.244,0.5444573124121749,0.0008980552653108934,606.2625914494158,0.2477720085704609,0.47434870220814973,49.2286982843627,True,650,615,-0.175,0.02498701163942252,0.8131827115899825,False
55401584,12286,OK,,26.66488757143112,1344.8233512294494,0.028,0.8258530893020348,8.840346973835119e-05,9341.862844821839,0.002176101883372361,-0.0005194811960507195,2.057808774057948e-15,False,7,8,0.42500000000000004,0.0007927719681365408,2.4054644234611775,False
58739772,1069,OK,,10.647014256749442,1579.317449087289,0.02,0.9898421708931788,4.858016599709175e-05,20375.438217984592,,,,False,2,2,0.245,0.006264859821313751,2.4533617941424812,False
59656329,1934,OK,,0.879620332288007,1492.2228122927404,0.084,0.008240192855167213,0.00011598994574616085,71.04230286649613,0.004786832521318951,0.005047218601059389,0.02353628967977459,False,116,104,-0.495,0.002632999591286822,2.7200072007277285,False
72005925,1086,OK,,3.4777928789113637,1571.7884259262585,0.5,0.00286864548298994,0.0001297910352801266,22.1020309823292,0.00135516108916367,0.002248325713833821,0.09248494169605508,False,53,107,-0.15499999999999997,0.0020844882740931325,2.6168410407882092,False
78008286,1100,OK,,12.365215302897239,1543.8238074555125,0.244,0.40589911932300843,0.0006059172528070763,669.8919983588031,,,,False,0,7,0.06500000000000006,0.1723162326041291,8.06225344469765,True
81551538,1086,OK,,2.978437376482449,1570.166115880319,0.5,0.002209263951612841,5.625214269655213e-05,39.27430753225786,0.001588023754591772,0.0015443968572783628,0.011473164657776471,False,112,86,0.245,0.0013232396151577897,2.043934759238868,False
82132592,1966,OK,,13.342269225799532,1530.1621932606279,0.5,0.09343198285481308,0.0006328243337859089,147.64284157003055,0.12956071984932938,0.08704218717927803,10.597429882014035,True,4,17,0.03500000000000003,0.025337582262575653,8.604220110139387,True
97011250,1056,OK,,13.228917227838963,1626.4397619892775,0.028,5.936113354928755,0.003240895311532887,1831.6276165431202,,,,False,0,2,0.15500000000000003,0.4692439104664511,6.472222323784592,True
97032752,1109,OK,,0.7927609814185551,1816.6974483940885,0.35000000000000003,0.00869522268740714,8.296950208765457e-05,104.80022741634536,0.008179131819420538,0.008722871395385745,2.0160042847512383,False,285,289,0.455,0.0007140140491519453,0.8882954524075778,False
