target_TIC,nbr_TIC,nbr_Tmag,sep_arcsec,nbr_disposition
118352931,118352952,16.742,26.891733313525858,
118352931,118352954,15.6174,26.89639718490364,
118352931,118352925,15.3251,27.034245576579305,
118352931,118352831,17.87,27.17272315238823,
118352931,118352968,16.578,27.20496833841813,
118352931,118353021,17.0,27.26700379120987,
118352931,118352866,16.449,27.635454734941465,
118352931,118352846,18.8134,29.296796286543096,
118352931,118353015,17.424,31.25468196955126,
118352931,118352862,16.505,31.296531998946534,
118352931,118352995,16.303,31.776936586259833,
118352931,118352957,17.774,31.832924210600837,
118352931,118352841,17.558,32.290584090023124,
118352931,1658306348,19.2216,32.84159112374722,
118352931,118352813,20.3117,32.85740595757342,
118352931,118352921,17.4,33.41200082746354,
118352931,1658306347,18.9166,33.65821172846049,
118352931,118352844,19.3484,33.912230397332735,
118352931,1658306373,18.825,35.764621682590445,
118352931,118352851,17.418,35.797242428769536,
118352931,118352871,18.7533,35.983413996638554,
118352931,118352930,17.852,36.95234809157155,
118352931,118352978,16.3578,37.00958176812296,
118352931,118352821,15.468,37.43349154000668,
118352931,118352864,15.0528,37.441241962869675,
118352931,118352888,17.971,37.44683471981697,
118352931,118353049,17.381,37.537754687226496,
118352931,118353024,17.749,38.03439334257691,
118352931,118353017,19.221,38.41638731895906,
118352931,1658306351,19.9673,39.250266608798974,
118352931,118353071,17.464,39.861560631896026,
118352931,1658306376,15.2121,40.32345592485715,
118352931,118353057,17.36,40.58943128406975,
118352931,1658306349,19.6702,40.84369637635031,
118352931,118352858,17.612,41.120597867647874,
118352931,1658306345,18.4659,41.24633938251738,
118352931,118352895,16.9321,41.29694513852968,
118352931,118353072,17.05,41.349209288798185,
118352931,118352824,16.934,41.39317304733599,
118352931,118352993,17.206,42.13442227149853,
118352931,118352828,16.484,42.362973621301585,
118352931,118353065,17.687,42.65741331988387,
118352931,118353042,18.775,43.7906149385949,
118352931,118352915,17.327,44.21630756797656,
118352931,118352982,18.192,44.27527363596652,
118352931,1658306353,20.2127,44.30050375850383,
118352931,118352944,15.567,45.56920540379893,
118352931,1658306372,17.7523,45.902174957863394,
118352931,118353086,14.783,45.98790499197724,
118352931,118352875,16.412,46.48430810788067,
118352931,1658306346,18.2238,46.719001399817,
118352931,118353084,14.8108,46.86042578997797,
118352931,1658306338,18.2998,46.97317014955067,
118352931,118353031,18.919,47.0860688244378,
118352931,118352765,18.391,47.12516597102769,
118352931,118352830,17.71,47.175233304021745,
118352931,118352884,16.474,48.213030125783604,
118352931,118353104,16.786,48.32899501993304,
118352931,118352774,15.03,48.34570947787677,
118352931,118353082,19.0016,48.55422101026992,
118352931,1658306370,20.1349,49.6257279868102,
118352931,118353102,17.613,49.9487206634613,
118352931,1658306332,17.0203,50.024243729781375,DUPLICATE
118352931,118353120,19.17,50.05477419740066,
118352931,118353043,17.371,50.0601571136349,
118352931,118353050,17.0203,50.30493121278016,
118352931,118353030,17.172,51.52004191148033,
118352931,1658306369,18.9506,52.05356099422618,
118352931,118352897,17.366,52.29831151506815,
118352931,118352780,18.017,52.577426362120875,
118352931,118352983,17.1055,52.74890005870393,
118352931,1658306375,19.6651,52.78824669384253,
118352931,118352736,17.049,54.416778184862515,
118352931,118353118,17.9494,54.49041876496064,
118352931,1658306333,17.9714,54.807170931941535,
118352931,1658306340,19.6538,54.82189008656783,
118352931,1658306368,18.7723,55.29759943132129,
118352931,1658306337,17.9494,55.322764877010485,DUPLICATE
118352931,118352939,18.963,56.14434343718337,
118352931,118352789,18.184,56.16357045149354,
118352931,118352847,16.936,56.69770619965107,
118352931,118352743,18.374,57.46853171611107,
118352931,506377309,14.5063,57.592964717866536,
118352931,1658306989,18.8329,57.91311094126445,
118352931,118352793,12.9038,58.317172233608915,SPLIT
118352931,1658306367,17.9182,58.3531184773199,
118352931,1658306341,17.716,58.55227846718349,
118352931,118353137,16.504,58.63968675786288,
118352931,118352798,17.156,58.65846330083099,
118352931,1658306379,18.3599,59.08753119922902,
118352931,118353117,18.924,59.57517067613746,
118352931,118352731,17.868,59.64251353131226,
118352931,118352865,18.7552,59.69288214883505,
118352931,118353125,17.675,59.71457741499532,
118352931,118353159,17.762,59.79997605778616,
118352931,118352896,16.587,60.38694660882997,
118352931,118352832,17.956,60.54166585265744,
118352931,118352967,19.0545,60.89287024314509,
118352931,118352759,17.839,60.9035454913711,
118352931,118353007,16.05,61.046425074812234,
118352931,1658306377,17.8727,61.86401107162307,
118352931,118353153,15.347,61.98657287101373,
118352931,118353142,17.864,62.57235604848853,
118352931,118352972,16.179,62.59825636376043,
119459681,748358660,19.4845,18.091791388076217,
119459681,748358661,19.5739,19.488906271289455,
119459681,748358793,20.0883,22.14017437231366,
119459681,119459668,15.2654,22.878624181006266,
119459681,748358657,18.8845,23.469742599924626,
119459681,119459657,18.3065,25.91238083795333,
119459681,748358659,19.8472,26.93593275586242,
119459681,748358794,20.2812,27.194293741128917,
119459681,748358654,20.3909,28.70330338426596,
119459681,748358658,20.2883,32.73333163402824,
119459681,748358714,18.3298,34.938569636630426,
119459681,119459649,18.0529,36.53097100969077,
119459681,119459696,15.56,36.98827994467563,
119459681,119459677,17.2707,37.10856399959648,
119459681,119459703,17.8622,38.17375174219539,
119459681,748358637,20.4897,38.385715093131886,
119459681,748358790,19.1877,38.525092042774475,
119459681,748358787,20.7337,39.71736083059784,
119459681,748358792,20.313,39.93542554136395,
119459681,748358655,20.7225,40.082015468015385,
119459681,748358645,19.1951,41.580333188729966,
119459681,119459654,15.2132,42.03931658075125,
119459681,119459665,16.9308,42.43736901739475,
119459681,748358796,19.7098,44.9340254599306,
119459681,748358716,19.6963,45.43604485356591,
119459681,748358795,20.7445,46.82672221294033,
119459681,119459708,16.8284,47.47842291770255,
119459681,748358789,19.0287,48.92062023499261,
119459681,748358638,18.9784,49.778504345752076,
119459681,748358717,20.4517,50.886142256845744,
119459681,748358786,18.9884,54.33573688476298,
