TIC,tess_eb_period,tess_eb_morph
110428269,0.6496575,0.5
377190161,3.7863949,0.428
92774987,24.2391808,0.094
154840461,6.0361565,0.745
120689878,7.40447,0.221
199420503,2.3858567,0.524
121598562,3.3488462,0.309
120893542,11.2580485,0.571
377912676,5.2150825,0.78
164674435,1.7418186,1.003
40038743,7.1681194,0.322
352718668,1.0560424,0.59
121213501,0.4738341,0.83
103605167,8.4568659,0.149
273372402,2.2488952,0.562
158635832,1.9855808,0.323
273042650,6.1533649,0.222
164527723,2.7398679,0.528
378275454,7.6560697,0.395
298969838,10.1205584,0.233
153991851,0.5249268,0.663
27006880,9.7631328,0.192
219765652,0.6659493,0.647
161710825,15.9627044,0.459
138893145,1.8753441,0.591
255904363,0.4190036,0.593
359675849,3.6771119,0.338
198242676,4.6297895,0.507
258351350,0.7729454,0.619
406947878,1.2313642,0.626
159510109,16.9487028,0.053
103573024,21.5587749,0.678
258826816,41.6423416,0.038
273582296,28.021551,0.149
137341354,5.4072775,0.266
202490797,3.3924643,0.386
121457732,1.9666235,0.671
158113583,1.3872088,0.529
236714379,2.0359839,0.334
219107776,0.2099379,0.622
407594410,3.8168919,0.552
198408416,0.3647341,0.709
272843045,4.8559205,0.313
202291965,1.529739,0.94
185403173,4.5730357,0.55
158988347,2.496258,0.392
353871287,3.1756886,0.975
271158877,0.7862557,0.652
407000096,2.2745951,0.497
219771660,14.4945368,0.15
408474216,1.9319221,0.309
272074664,10.4761388,0.223
198242678,4.6297902,0.507
14617089,1.6689463,0.633
284364590,1.2174657,0.621
40378419,4.7460209,0.53
69559020,0.2908637,0.633
360661624,10.9804655,0.169
350738423,2.6160305,0.649
164413080,9.3307063,0.394
320323992,0.2428955,0.743
147686743,16.1688794,0.155
352012002,0.6671181,0.869
259126645,3.261302,0.361
159464498,11.3298056,0.222
123311124,0.8715843,0.751
161563111,0.7177675,0.701
272944291,1.4186942,0.735
274348764,0.8320495,0.828
1551345500,47.3858687,0.085
27312189,4.1779073,0.259
155657581,0.3681396,0.585
283193372,12.0307122,0.206
27767184,3.5129573,0.359
160585813,2.7638181,0.332
158218818,0.4239216,0.741
441806350,0.5041297,0.672
185059488,0.7397428,0.533
27844498,4.4214428,0.676
353854078,5.16969,0.594
121460104,0.3783745,0.742
121604042,4.4423249,0.183
356340346,23.8543071,0.103
122606463,6.9433642,0.25
84628518,2.7707179,0.439
298734307,0.9442714,0.659
271548206,7.4487459,0.215
230386284,0.3414933,0.559
199688472,1.4412123,0.368
158794976,0.7728167,0.705
27307817,14.5841729,0.685
351287412,10.1335397,0.083
184947995,3.4792304,0.323
121124831,4.2308781,0.435
441739153,3.2100707,0.387
159220329,1.7304031,0.616
137408317,3.723624,0.589
122070918,1.0648122,0.697
27915909,10.6742332,0.111
269696438,2.9789099,0.298
160268882,1.2709971,0.922
123416563,0.5807305,0.642
362259855,0.8847618,0.672
424439457,11.5549155,0.08
121119758,2.302614,0.755
138430438,5.7768454,0.327
389916225,0.550877,0.666
233679640,4.3980286,0.66
85711393,2.0629492,0.483
198555959,4.1920513,0.266
358613523,1.3283366,0.545
229914020,0.6760076,0.605
159716878,16.6002043,0.143
90349611,3.8896054,0.599
295802147,1.6537537,0.488
268305489,1.2621621,0.463
148914403,18.2901954,0.081
356630364,0.5567699,0.512
229476285,1.0964623,0.433
164524541,0.3150328,0.844
93316328,0.5157767,0.594
256512446,8.0561111,0.207
271773721,21.5732146,0.2
165991532,51.4178453,0.064
394131772,0.8190913,0.435
458481461,2.8067683,0.572
137152301,0.4919965,0.767
123357952,0.4277815,0.685
122446076,1.5194849,0.572
420114772,3.2350644,0.274
26489741,4.9334845,0.388
229940491,37.4597626,0.064
237200747,14.3034955,0.061
353650675,1.2461864,0.51
272839425,0.3602724,0.908
147625755,0.6758391,0.627
41536849,1.9144331,0.441
288391801,0.3905846,0.784
356199330,0.3466258,0.965
158561566,6.7899645,0.332
392536805,8.4097582,0.19
267990226,3.2819533,0.917
123042728,1.3128307,0.635
48507019,5.3953039,0.297
273373712,3.4039084,0.469
375160191,0.790414,0.526
120626764,0.9612907,0.616
416264037,1.159962,0.625
365936982,5.221787,0.232
377251803,0.5713695,0.931
233574062,0.2995439,0.904
169814134,0.7078464,0.827
219707463,4.507086,0.181
63071165,13.6839133,0.085
13968858,3.4855938,0.625
272598447,2.7770349,0.324
406951407,0.3618184,0.759
229687624,0.6176007,0.808
311945765,0.4979736,0.646
279918206,1.0837379,0.398
155657579,0.1840702,0.602
270700608,23.8710646,0.205
122224804,2.9764739,0.412
312230566,1.9506652,0.597
268380299,8.4808361,0.283
417126296,10.0364773,0.209
275576176,15.6440504,0.19
86385104,2.3232208,0.511
159444225,0.2839962,0.697
120315082,2.873597,0.275
47762157,1.0690084,0.674
273501820,1.6554549,0.576
377296926,0.4313879,0.844
63291675,8.0982073,0.188
372758722,1.9780973,0.418
272368236,5.3044546,0.693
355978205,0.89109,0.5
237114978,0.3240331,0.973
185060842,0.8248662,0.502
301063488,7.3583242,0.23
394179202,7.4241532,0.211
159723646,1.0731048,0.627
158272742,1.4009849,0.608
272650576,16.256743,0.077
164461124,1.3862532,0.565
272369124,27.8007538,0.08
287151976,1.5709936,0.612
40288117,1.6948229,0.669
198416591,0.3387332,0.865
138505004,2.2992573,0.469
272841995,0.4452789,0.703
219109908,0.4240272,0.855
229751802,0.5162551,0.622
275658545,2.9846113,0.987
71531463,15.336607,0.204
256298934,0.5225054,0.719
299160301,5.9369062,0.289
435715608,2.3886147,0.321
356015357,11.2594893,0.122
273131564,7.8631235,0.164
273885188,0.9427823,0.674
164463075,0.3846784,0.692
229771234,0.8209585,0.722
16740101,1.4811061,0.575
156169159,0.7452159,0.629
160472514,6.168627,0.579
233532554,2.8312777,0.548
284461108,0.3495299,0.644
121022559,1.297756,0.496
233904049,0.3112479,0.734
270616815,3.0447351,0.546
274129522,8.2093983,0.134
239290086,0.3681596,0.77
232629077,3.6550019,0.159
239291500,1.6130338,0.562
273373040,0.8431663,0.547
104909909,2.5737914,0.472
310994603,1.1611667,0.934
121121622,4.1007475,0.493
268387175,2.1639195,0.621
219900027,0.5152647,0.684
290032774,0.5778514,0.673
121463130,0.5085862,0.617
280033918,0.2787728,0.799
159573299,10.8828219,0.131
90616971,1.6736565,0.424
184089083,0.3784421,0.784
171970567,1.9213507,0.307
48084398,2.1218069,0.554
164557531,2.6963007,0.493
336405638,7.3251549,0.169
160618494,4.2618619,0.205
147576476,2.2195336,0.578
164674992,2.2139641,0.571
164646288,0.7337361,0.657
120826084,3.3021605,0.484
356896550,1.9013188,0.746
342025025,0.4650738,0.518
288471108,3.1325803,0.421
359677968,0.617472,0.752
420137341,0.3758511,0.883
405685992,9.5741104,0.183
137551461,0.9790534,0.564
378089068,3.8996152,0.4
243352373,0.3342969,0.783
229975095,5.1853753,0.272
110981024,1.9793094,0.623
122304494,2.9216405,0.426
164677806,2.2236991,0.71
273629437,3.1463303,0.619
272609309,1.5592014,0.634
416635004,19.406274,0.041
259006185,1.9396542,0.346
219750638,0.4075024,0.77
268299560,8.7526476,0.142
377192659,1.8172398,0.507
121108244,0.3951054,0.703
224607716,0.5107739,0.885
12915124,3.1642751,0.524
123201406,2.4064013,0.33
158431889,0.5725308,0.663
376067182,3.1777595,0.234
239309691,0.321014,0.718
282368998,0.5689828,0.627
256327585,13.4947763,0.165
357719182,2.6225919,0.44
28306907,0.3453998,0.93
229495981,9.0416491,0.204
63006634,1.9948817,0.644
229585356,1.4195973,0.557
137310514,4.0534101,0.408
184298625,9.5412426,0.142
353939279,4.527293,0.737
339185356,5.2903608,0.195
313025849,0.3209361,0.894
270698296,1.2193384,0.611
172422394,4.8085483,0.417
364965655,0.2642641,0.742
63449090,2.4419957,0.36
239262664,2.0214744,0.368
288507910,16.6954722,0.078
193537392,0.1647381,0.537
172431974,1.1722583,0.583
219807735,21.7328313,0.673
198388252,0.395161,0.798
164552564,5.5889647,0.466
268289462,3.5050448,0.447
184246521,2.4702848,0.576
270517432,33.8587708,0.333
89522181,2.3470297,0.371
362791996,4.0629365,0.362
271877841,4.0749389,0.375
157999789,26.141053,0.015
268297677,0.8851284,0.644
99813351,16.373828,0.21
356150515,0.6121521,0.771
421334320,17.805892,0.034
441804674,4.2699202,0.777
12494582,0.8309453,0.648
229461186,0.4026659,0.756
219859691,0.4457637,0.678
122446960,18.6112781,0.07
159047480,11.6041297,0.158
157889314,1.4327737,0.581
26656583,0.5276908,0.628
138650903,2.5274296,0.317
42244951,4.2820417,0.6
271040768,20.7353455,0.139
157770450,3.289459,0.575
230530979,2.8220198,0.515
273874851,2.0451585,0.555
137408962,0.7770084,0.518
312486827,3.8341504,0.616
271164763,0.1257648,0.604
40102236,0.3816918,0.976
164784457,1.2503663,0.533
378395625,2.560754,0.753
48499902,7.5811853,0.572
232634196,1.251103,0.661
30714849,15.0688612,0.118
273872891,0.6606801,0.762
136732283,1.2918663,0.424
269031095,7.0094462,0.365
379215982,6.772373,0.18
233735068,7.6868682,0.209
164781045,4.7038964,0.372
121122016,13.850315,0.224
89761288,6.5232288,0.714
63126950,30.2993098,0.132
377192675,1.8183809,0.401
298421458,1.4993827,0.589
273583841,1.169539,0.824
353894978,3.3418257,0.43
63074282,5.3318272,0.408
289722957,2.2183026,0.536
277473207,2.5285319,0.483
367681735,0.2567958,0.796
40244907,3.3178238,0.548
121866154,9.4556658,0.26
73884611,1.6400715,0.548
158491288,12.0835487,0.204
233079659,0.2418013,0.823
273043307,3.5563519,0.541
11119600,1.2211942,0.532
230063769,8.2614364,0.149
257002707,0.3770863,1.023
295804815,1.528515,0.535
329248002,3.108905,0.498
115481900,3.3060948,0.604
42705187,2.1303275,0.62
142308209,4.5518823,0.363
16728252,4.8506288,0.541
336267424,1.4821917,0.384
233569141,8.2329493,0.142
270615728,0.9982151,0.547
420947520,1.8045544,0.601
271547896,1.3325398,0.609
159169838,0.9184306,0.679
230114503,11.518327,0.195
291145873,3.2394062,0.505
243352809,0.5124522,0.75
237277760,1.6820057,0.514
271040947,19.2308468,0.068
27397122,12.7335564,0.148
390021728,0.3020324,0.788
120251815,1.5102144,0.576
142979644,4.1790314,0.11
394179296,0.7309274,0.648
194132691,11.6436879,0.259
275575030,1.045879,0.755
330998582,5.2586207,0.43
441804888,2.7375021,0.474
26542657,11.0047721,0.175
159386347,0.8079928,0.859
137687487,0.5134829,0.713
436168322,1.5520028,0.58
160648169,5.7749844,0.369
288778712,0.4988917,0.78
12673900,1.9102172,0.635
185236439,0.6537903,0.901
282925798,2.4440191,0.571
165453878,2.7076214,0.4
207384197,0.5353066,0.767
17451194,2.9784,0.484
375506058,2.6501668,0.296
278678404,4.5662046,0.331
190885165,3.2975355,0.242
230065962,15.956959,0.114
344376832,1.2358008,0.582
232643392,9.8689258,0.166
169819162,17.7444016,0.082
299032481,0.7770872,0.749
150326668,2.9578471,0.449
193545446,0.6286265,0.594
359676320,0.4975785,0.504
63459761,4.3633096,0.387
14844585,1.8630983,0.585
63368767,0.6461027,0.605
364628248,1.9195885,0.506
405526704,4.9948694,0.673
162173122,0.3721521,0.744
171419257,1.7138027,0.502
381009148,8.4266413,0.549
316333039,0.8252373,0.855
199661915,8.399901,0.339
294601335,12.4588278,0.734
233720276,2.1983907,0.473
11793277,1.5069611,0.61
236537131,0.6311411,0.561
927579,6.0705574,0.331
63916460,2.6305989,0.442
63820329,4.6765443,0.729
63370066,5.5541695,0.262
295111026,4.2633465,0.544
380298140,1.7943809,0.645
166773165,5.0316864,0.238
55778901,0.3545554,0.756
169175441,0.4787275,0.938
383676981,2.0037757,0.754
272846131,0.5926691,0.785
233866651,,-1.0
312160410,0.3023308,0.74
458478250,2.2552934,0.329
207496824,0.8027002,0.764
92776364,0.8462567,0.683
284891601,0.3102838,0.823
233390838,12.8955415,0.172
160104585,4.8618817,0.29
287234729,4.2904944,0.357
233233639,0.4403065,0.831
356974629,1.9385441,0.25
315777423,4.9319438,0.535
314459000,0.8578359,0.852
99013269,6.5346855,0.321
356974639,1.9386036,0.248
259671983,1.8737817,0.496
158324245,3.5271651,0.403
452544997,2.2452871,0.531
309720946,4.6071355,0.427
331377569,0.4542885,0.841
11113164,2.8391805,0.629
207493152,9.1276498,0.221
417497545,4.7586296,0.575
233080133,0.7916603,0.726
158417251,0.5189985,0.92
193391232,3.4510694,0.522
161687311,0.8166028,0.652
55753802,0.4155664,0.83
193538686,0.4050058,0.711
275537496,0.8562521,0.644
255993777,0.3085178,0.651
158565141,0.2751824,0.795
278075650,0.7603524,0.68
405504882,3.8283802,0.371
233681149,8.5859279,0.189
11704852,6.7712427,0.548
193545440,0.6369221,0.593
117234769,2.0575137,0.533
365034219,0.3777057,0.907
150388753,1.4135516,0.869
344456744,1.2523912,0.695
158579379,1.0144775,0.587
230088370,14.0076888,0.184
357685999,0.9368597,0.645
13974582,4.8607921,0.334
273594336,2.0436414,0.855
247205466,1.1528047,0.391
322845246,3.6027672,0.353
429251781,3.709533,0.711
375422201,4.0768471,0.387
166090445,5.3246121,0.129
303351921,5.8898076,0.713
286923464,6.1351002,0.33
336434532,7.7753455,0.34
170937974,0.8061295,0.683
224303753,2.1772311,0.88
312286761,0.5099985,0.802
267556582,5.3758893,0.56
198354443,0.1534342,0.74
162035117,13.150359,0.155
154511165,0.8403778,0.598
352954787,0.7385986,0.733
356701798,1.0725533,0.673
311070085,2.3897097,0.551
290034099,0.5921833,0.782
332277332,0.1966711,0.541
424461577,0.7448233,0.654
233731070,1.1072299,0.857
264301570,4.9355505,0.286
233211759,100.2057315,0.031
126336928,0.6980385,0.656
148963419,0.5681639,0.635
314340550,3.3539505,0.437
276162169,2.5500664,0.514
165470014,18.9511081,0.048
219033506,4.6692844,0.594
277848666,1.4276145,0.893
169467727,19.6332942,0.168
426803687,1.4749376,0.659
16617827,0.2906367,0.72
269701147,8.8801324,0.166
274645120,0.9009169,0.763
276914715,1.052049,0.691
195549306,14.3584795,0.255
136317809,2.7913652,0.404
452563490,4.4276236,0.523
136879755,1.5015498,0.375
16316642,4.0218798,0.758
357979050,2.3466216,0.484
335720078,0.3779939,0.908
305386053,1.242012,0.552
331201939,0.5545263,0.785
236973844,5.2980308,0.401
469460566,0.7612417,0.587
258777137,5.9294398,0.196
63644417,6.2124706,0.377
381011161,1.3125371,0.583
298559217,0.3301871,0.922
11480757,0.404167,0.862
273566363,2.4039943,0.478
169458450,6.9287941,0.272
257060367,0.526485,0.743
2003333263,0.220418,0.435
84069091,2.6625298,0.458
28359831,0.8905095,0.829
351297515,3.1462184,0.424
161287859,0.566328,0.752
441641972,5.1251466,0.168
392536812,0.5909951,0.925
88589037,1.1716656,0.489
163965682,0.7858484,0.775
159720778,7.7360166,0.173
417277789,6.0104709,0.544
352762746,3.1422228,0.635
278068108,1.6259226,0.64
299156852,0.7450968,0.752
441687696,2.2263682,0.545
352964170,2.4004738,0.481
230086768,34.9269461,0.029
406421379,2.0250078,0.524
28159019,4.619043,0.5
154067797,0.2365802,0.757
229412873,0.4184052,0.773
198313291,0.3067214,0.784
190693377,0.3618034,0.669
445836238,2.0007797,0.534
202444594,15.9891803,0.155
138951779,11.9413036,0.409
190734021,3.7644061,0.569
202299805,1.545686,0.524
330829235,1.0117969,0.676
169815759,12.4274859,0.546
305466446,6.5998431,0.194
63328020,1.1057442,0.671
303833577,0.278512,0.784
277565268,1.0960589,0.739
275119073,0.7430297,0.619
148081650,0.3775014,0.577
316450573,2.4688767,0.353
198457457,0.4034692,0.917
429044383,2.3724472,0.323
272079818,0.4423686,0.972
169815918,0.9628206,0.608
207496306,0.3293302,0.769
14842303,0.7725964,0.674
372366518,0.5586036,0.82
11480287,2.3168078,0.6
243248327,1.2696081,0.502
199709055,3.0546291,0.316
365787759,0.8073952,0.585
394881270,4.8312879,0.65
441732151,2.0998863,0.46
64904640,4.6638539,0.322
166074503,2.3288589,0.708
229788204,187.6752114,0.028
356978132,60.1840812,0.045
332334202,8.6714114,0.094
278076037,1.2337008,0.712
273173532,1.5130931,0.608
63315565,0.8553523,0.604
236046394,2.9962602,0.678
219738202,0.5790386,0.801
441690583,5.6463928,0.288
441694629,7.3299868,0.078
167196599,0.6405872,0.65
84070123,1.7563202,0.625
417052182,0.3134128,0.929
252668569,0.4629094,0.62
165721304,69.7691461,-0.005
305167549,0.4528908,0.26
415469752,42.6305665,0.01
120602501,14.8655966,0.078
68032870,1.0335323,0.593
404103665,4.9806174,0.321
286169068,0.4146188,0.803
328866871,1.6963664,0.488
371066950,0.6312793,0.78
153987857,1.0141966,0.466
337886863,5.6924883,0.55
148781497,2.5399053,0.487
193948188,5.6181129,0.272
404113676,45.8896573,0.059
66545120,10.8521597,0.624
431338625,0.6000513,0.793
64366964,4.459427,0.638
165626871,8.2570926,0.117
295121410,2.890365,0.427
199612934,0.6014874,0.916
387834907,12.6526261,0.199
329277372,2.8878569,0.352
371480725,1.4716278,0.539
430808126,6.4794593,0.449
129409890,7.3514052,0.397
418998975,0.2769786,0.928
275051466,4.7850357,0.277
173419202,1.8758068,0.608
161665775,0.2783256,0.959
325901255,3.0747273,0.477
387901176,3.7155912,0.234
345710962,2.0865938,0.492
310004006,0.6450414,0.628
364186197,4.4245701,0.136
428003183,0.7425756,0.643
413746112,1.0242898,0.511
193971913,3.7928444,0.365
316783284,3.0442237,0.836
316182273,11.2219952,0.313
336823975,4.6642856,0.292
330234754,2.7531605,0.606
331532483,5.0742671,0.64
316660881,1.2506842,0.632
421718004,4.4465728,0.553
322390461,0.3868962,0.619
326374705,5.4051507,0.631
331221558,1.6046597,0.51
286169292,0.4404348,0.823
64951042,8.2390329,0.584
23753424,0.3455705,0.94
315060984,1.095509,0.43
388196465,1.7427351,0.701
420116962,1.9831998,0.6
374265995,0.3318931,0.718
410522328,1.4957895,0.704
458461293,1.806496,0.344
430677414,0.934925,0.617
388705796,0.5162611,0.755
288434140,2.710042,0.506
459252372,1.3054555,0.548
288434781,6.3345861,0.2
353863850,2.1291808,0.786
199574211,1.2683879,0.219
2046417955,0.2358838,0.522
431159508,11.0674407,0.201
414019028,8.7183021,0.27
66355834,10.3692683,0.174
335484090,7.4987563,0.399
173797509,4.2790406,0.264
276119305,2.5784859,0.6
352951628,0.707084,0.633
174157888,0.3804571,0.77
428102518,10.9206219,0.272
338071673,3.3784202,0.574
260703820,27.0977052,0.236
341327281,4.3183028,0.248
322055767,0.3775009,0.769
305399325,6.1001972,0.218
286900208,0.5399899,0.598
357372327,0.4205147,0.778
198410480,1.1233451,0.739
66080183,0.4011578,0.745
377192658,1.817236,0.509
233460141,1.6279794,0.3
159854358,0.3266562,0.731
359497418,6.3320719,0.216
343553606,0.8050707,0.787
427147238,4.2262696,0.529
125442121,3.0183503,0.382
66786762,16.6888008,0.246
352979549,1.1619751,0.538
197755658,3.1586975,0.368
274575202,9.2035894,0.091
255806138,23.4251318,0.345
232572560,2.2695484,0.679
373932701,5.9503545,0.295
421714420,41.1246562,0.043
198152578,0.4546775,0.563
417436387,1.9623359,0.575
128927089,1.8823806,0.565
284595199,3.4727638,0.498
1981434198,0.3062443,0.89
128927088,1.8822251,0.564
153826685,0.326996,0.824
427240420,1.3884254,0.32
323301918,10.6909404,0.158
233195058,2.6793155,0.455
335265326,3.8084529,0.555
430530755,0.5181558,0.618
161744580,3.7718907,0.527
367691816,2.0201928,0.682
341679932,1.7099865,0.539
364120439,9.3202772,0.2
329770815,3.8703001,0.399
337544122,4.7077619,0.161
165371937,0.7956265,0.603
324596129,2.3469244,0.603
157273321,5.5201001,0.535
428186617,0.7516098,0.609
329864959,9.045662,0.291
376023519,0.3643775,0.829
128721058,5.791456,0.337
417118871,0.2822315,0.785
129538133,12.0919522,0.237
293954660,2.8136869,0.468
173795590,0.3327207,0.812
309809572,0.3268057,0.852
173424364,1.4790434,0.642
430846854,1.3601153,0.466
343667351,1.5422069,0.57
233169434,0.1757517,0.926
168809669,1.004711,0.6
138136997,2.3343622,0.322
252788517,5.0081903,0.282
176752680,1.5574461,0.5
310169616,0.4116638,0.74
199010369,4.0990887,0.26
455991789,9.1764269,0.433
305399324,6.1002225,0.21
409455615,3.2192142,0.645
321857016,6.9561293,0.198
298183671,0.56787,0.428
343127696,4.6721493,0.652
342334344,0.9013952,0.688
305633328,2.5034441,0.622
322129367,2.7192976,0.552
199574208,1.2683892,0.264
350132371,1.0318392,0.367
277566482,49.3787693,0.23
176551075,25.7781919,0.111
455824124,12.9149294,0.084
155915231,0.8668953,0.717
176854066,4.0462111,0.486
127365016,20.8542116,0.178
298246821,0.3524517,0.774
173340408,0.4949673,0.696
197757000,2.2065214,0.541
311035838,5.7994855,0.203
199662929,2.2935708,0.406
290003896,1.4430769,0.405
468792279,3.7815761,0.304
283819432,0.2678155,0.75
387259626,3.6233194,0.249
418257102,0.4188147,0.747
186337556,0.5255514,0.672
376891085,2.1417938,0.584
240911239,0.4124257,0.797
343661464,1.0554091,0.676
252140076,1.7008985,0.408
256640207,1.1833653,0.542
242843658,4.9812382,0.22
365962806,2.1613279,0.338
196740034,1.8276701,0.523
240911922,12.0982702,0.047
28224552,9.9265876,0.123
455790537,0.9350886,0.657
445287089,1.2737135,0.596
18225199,1.8827519,0.543
271529113,2.3373656,0.537
396201681,7.0384034,0.22
343320735,96.2626719,0.162
26568753,5.1477775,0.213
276105676,0.6586383,0.619
343326909,1.4075811,0.583
267651492,0.8669407,0.933
431486590,3.158618,0.443
336778418,0.693403,0.625
65628544,12.1561888,0.188
338159479,1.4143483,0.616
28351918,0.5150875,0.55
28763683,0.8917124,0.744
272532173,3.2739721,0.535
439943228,10.5156732,0.432
470710327,0.5523474,0.792
240947891,2.4947746,0.544
17005768,6.8397291,0.19
434437489,1.8519706,0.529
388245308,0.3546867,0.733
469863969,2.6897486,0.502
83222019,11.6376922,0.281
255802749,2.3977691,0.54
375854079,27.3289296,0.1
288296337,0.559184,0.528
312060302,0.9804999,0.599
413738130,2.2008699,0.517
12790306,1.1847291,0.609
375853985,2.3337045,0.516
346073081,0.6958249,0.751
317470793,0.4174331,0.749
63972389,3.037679,0.478
230069712,1.9674069,0.485
13037534,30.1826945,0.542
427312571,6.0662821,0.474
331069412,12.9460797,0.698
279871974,6.5619449,0.438
396134795,2.5885417,0.51
366517337,1.6886433,0.546
601366244,4.7185238,0.343
435863262,3.6576008,0.34
53847727,3.0112586,0.29
323143096,8.4393269,0.395
268944966,2.3911612,0.615
431423983,8.4751232,0.102
13389059,30.551402,0.101
241017747,2.3293971,0.544
279605117,2.5779104,0.578
177644756,11.3407028,0.341
376499580,2.8747738,0.411
252096958,1.1642311,0.823
83812531,3.9537503,0.559
191463077,4.7185237,0.343
467181063,15.5194227,0.342
434214393,3.4597964,0.264
189397763,12.7746423,0.203
417585921,4.9419625,0.541
312471472,1.5519276,0.469
453012065,13.3886087,0.617
445133704,0.3239555,0.814
44631965,3.5685735,0.254
414579577,2.0794196,0.471
57963765,0.3210187,0.925
359132040,11.072083,0.605
242799145,5.0017653,0.254
327583823,1.8125835,0.592
455755453,3.3464127,0.481
455947620,1.9277589,0.231
269609504,1.8589227,0.592
196776171,2.4259113,0.472
174266604,1.7174984,0.362
327121759,2.9898655,0.554
432761331,0.359619,0.786
354246759,7.1196088,0.224
326812358,5.6758097,0.404
396300606,4.2923404,0.672
455769191,4.5426236,0.339
326630342,1.4734376,0.672
352077081,2.5210242,0.545
356015361,11.2599309,0.18
18250189,0.1396417,0.556
396235258,2.6760858,0.66
269238622,1.2216006,0.681
219882262,1.032726,0.402
427385758,4.9085288,0.589
467354611,13.9142034,0.147
366517381,0.5446193,0.666
272622914,1.3156583,0.675
611402948,0.0933697,0.472
284925600,1.2457081,0.532
283476365,2.6647007,0.74
331860062,6.6022112,0.515
238626074,5.1580315,0.188
358908226,1.0005991,0.32
194303300,2.5019697,0.348
283640314,5.5054613,0.422
177315555,0.8152513,0.518
197587400,2.4776908,0.331
270665642,1.5745708,0.645
284611896,16.3676063,0.201
421782795,6.6729899,0.583
1981621672,0.2783084,0.824
26801525,3.8966513,0.25
377611329,0.921582,0.635
326149070,1.9514945,0.388
287085893,0.9350152,0.791
431633352,0.592456,0.468
305832152,1.5430462,0.604
371738956,0.2687508,0.725
317839169,4.6688711,0.329
433977629,6.5596851,0.111
196896001,0.6108151,0.341
174310085,3.6533097,0.411
337470211,1.3238004,0.303
202601061,0.6609503,0.534
233193944,2.5055407,0.358
271241950,4.3080395,0.39
269696430,2.9787944,0.326
186514178,15.9038388,0.221
58018570,2.0288129,0.436
201693184,3.0836984,0.445
196433833,23.8403023,0.075
256352113,0.4680768,0.752
366557556,0.4487763,0.951
252725557,0.3568422,0.964
427767269,6.5600242,0.486
455732776,1.3850806,0.54
272822330,4.5013345,0.367
346934659,4.3335584,0.867
315287999,1.7504712,0.579
177057901,0.6846849,0.99
241013310,2.1448943,0.524
434893323,1.3645751,0.635
173521768,2.7650763,0.539
272324340,0.4333571,0.885
600037491,2.0714015,0.567
336296852,1.6089124,0.526
240706234,0.2336936,0.726
28391714,0.9715449,0.592
440003271,2.6394345,0.406
263968694,1.5325047,0.724
306955469,11.9503667,0.217
434625997,2.0583075,0.628
365663227,13.7364979,0.476
51955546,1.8160334,0.593
267803830,3.3847696,0.55
376963666,1.2490919,0.672
15613315,0.7166323,0.65
342332827,4.2304675,0.689
440051305,0.3296757,0.757
421110675,0.3188568,0.73
377506471,1.7747462,0.649
368319105,2.7745752,0.55
320268279,0.4507372,0.772
155114483,5.2652557,0.234
317015040,19.847796,0.096
352378412,0.6760259,0.668
405764176,0.3701756,0.885
469857617,1.6304856,0.643
61505537,2.825623,0.408
343549114,6.3552415,0.303
202088205,3.3740134,0.563
44631957,15.3114276,0.202
63972440,3.0374949,0.527
60987622,0.269598,0.874
271529021,6.0684145,0.29
377278259,2.5221183,0.326
232985036,1.4656068,0.668
189414606,1.2366986,0.553
44560801,2.7935345,0.444
327121928,7.0465247,0.259
61386324,0.7318433,0.847
267805178,1.4863702,0.59
341983711,2.5152406,0.401
283390331,1.7802353,0.552
366072761,7.6596081,0.098
456905229,1.6928824,0.489
412638697,0.9859108,0.601
445181450,5.962343,0.467
315810194,0.5433678,0.581
440657189,0.2601454,0.888
376891083,2.1417938,0.585
83905462,9.6529258,0.339
313506357,3.0757557,0.391
380784511,1.0138363,0.375
306956190,9.8292587,0.608
333868181,15.6154549,0.045
414807623,2.1191162,0.448
336767770,0.9398177,0.53
366972961,2.5127197,0.455
269411609,11.5591434,0.297
272539879,2.1420485,0.676
427063387,3.6732282,0.478
191769621,16.9850358,0.145
434723918,16.2056892,0.255
50849800,1.4283347,0.587
285161229,1.4976793,0.578
353565609,0.3804039,0.771
279202406,4.9216633,0.534
12824209,1.0711624,0.527
11437325,0.5733566,0.521
373702832,4.0339349,0.32
428257299,0.6389826,0.79
240962482,4.4744608,0.262
316250867,0.6851096,0.78
279186939,18.3557648,0.231
280626089,2.8054245,0.532
240873079,0.8056326,0.799
369283035,9.5348094,0.154
284050381,1.3590618,0.538
390408482,2.9268983,0.697
289044378,24.8495338,0.074
139378834,0.5147505,0.52
301264684,9.3622535,0.225
302089933,13.4235454,0.201
101302325,2.1980121,0.564
280321964,2.1733723,0.339
388436487,1.5491348,0.37
388602832,1.4790633,0.686
139460937,4.0635072,0.276
256640561,1.7202707,0.62
470124714,5.5193943,0.171
301909087,2.2300403,0.529
409527600,1.1483467,0.55
348021286,6.5904241,0.322
390661644,5.0860805,0.524
299443090,1.174586,0.976
293066086,0.4654317,0.848
352110251,6.0616439,0.191
13840107,2.766084,0.47
396059992,9.1022293,0.389
116991977,1.9008884,0.505
436869712,1.4937971,0.434
116374184,1.7889812,0.497
353077789,1.8390292,0.546
51024887,8.2674452,0.284
192587088,2.4054872,0.494
29053989,1.3230918,0.543
