TIC,tess_eb_period,tess_eb_morph
116890331,1.5225427,0.784
409523757,3.7275273,0.453
117397619,8.0310059,0.384
200921621,4.8641013,0.583
286358203,4.6699278,0.488
279204281,2.3741383,0.368
202839485,0.412856,0.628
458875828,2.3110325,0.615
354926863,1.4366316,0.431
301741204,6.6790284,0.433
468343249,0.3716205,0.766
384654908,4.4531601,0.588
410477617,7.0292201,0.287
186595806,0.3873824,0.693
315937374,0.6057959,0.829
389761749,4.1720461,0.771
420448703,1.1733724,0.436
238742795,2.7989601,0.413
14040050,10.2707341,0.273
118389230,4.2744394,0.756
428249301,2.7038918,0.46
177995773,10.6183382,0.195
137205922,3.3001413,0.43
279509403,1.7402138,0.858
428795527,1.3737496,0.601
71847068,2.587426,0.363
396573191,2.4941662,0.553
22843856,1.8497231,0.305
285339013,1.9163685,0.672
63623869,0.7631187,0.552
373328406,6.896544,0.13
388529207,7.3747688,0.184
346541355,8.1611554,0.256
268404844,3.1609021,0.306
470937126,1.0005506,0.5
376971463,1.1374875,0.532
348670544,5.3638852,0.651
428735978,2.7145369,0.55
346627403,3.0097297,0.432
349294422,0.310388,0.977
427654774,10.4528177,0.342
400940488,13.6407327,0.592
384812248,3.3653644,0.663
375599392,4.600865,0.24
250453538,1.6405828,0.787
302771290,1.1952389,0.564
388431706,3.4567713,0.193
77545160,11.2465902,0.128
280564453,6.9149552,0.316
26432264,1.0500526,0.742
63588946,12.7225898,0.163
470152814,24.544836,0.317
275367529,2.5798079,0.398
317507345,3.9400619,0.181
292317374,9.3202138,0.211
117175528,2.2541549,0.562
399737080,0.9106007,0.578
286566392,1.4467198,0.552
417765877,1.2113146,0.473
94368565,15.904527,0.162
186942457,12.7727366,0.177
470677450,4.4931565,0.413
403037785,1.3573219,0.584
249943198,0.798693,0.814
297647356,1.7656247,0.267
312862941,1.8294976,0.722
396713719,2.0818251,0.437
436863045,8.803258,0.454
458847254,2.6060503,0.492
327259175,2.1740913,0.412
53708889,8.4582565,0.276
445646082,2.7260256,0.591
194736844,3.0408347,0.61
354385277,2.9459841,0.526
279081935,2.8568997,0.378
436873913,1.9779044,0.297
322262620,4.42779,0.242
373128383,2.0868325,0.542
241078868,0.6867663,0.908
468754960,14.4982881,0.126
235982927,0.847279,0.583
139378835,1.029524,0.473
63310637,3.2689044,0.593
456130400,0.3517059,0.801
129913061,1.0962675,0.653
385105755,0.8494102,0.579
428784674,2.3867818,0.438
396615018,1.6312488,0.542
230017324,19.3876438,0.235
200792606,0.7545101,0.502
461579405,13.9182101,0.169
292607284,4.1384108,0.294
641169122,1.8234946,0.43
177995472,2.7543229,0.499
81390067,7.7029007,0.246
20876588,3.1497806,0.532
177823340,1.3318801,0.539
441794509,14.8174987,0.442
21174723,0.2318808,0.557
184739277,0.7536607,0.604
50189810,2.237586,0.412
50191648,2.1399867,0.381
399587190,0.5642709,0.929
458842028,7.7124689,0.231
26533207,1.7655668,0.788
259967623,4.5992459,0.532
13351941,1.5806087,0.538
444801274,4.9330363,0.521
348517784,2.1108714,0.485
467574373,1.0768276,0.836
429021446,0.1943339,0.579
275259749,4.4672314,0.448
399832376,13.4347078,0.391
77320223,8.6061014,0.249
379376585,4.5407451,0.612
410620593,1.9170458,0.565
285181196,0.1926343,0.527
422920321,30.8138387,0.081
196920546,1.5360575,0.478
286355915,4.0760526,0.41
470085533,4.7201558,0.158
346783960,2.8661541,0.514
200939418,0.5823027,0.724
379631121,16.2097023,0.087
396486931,1.0237881,0.555
184679932,2.1725511,0.476
440676745,14.9768053,0.129
431124333,1.880653,0.496
44147832,0.7980902,0.499
252554485,9.9429873,0.61
207398432,9.2581804,0.603
273066197,33.4147254,0.093
397679167,3.2490525,0.765
424008045,1.1836626,0.638
24935204,13.443185,0.081
200373531,8.0766059,0.262
159854359,0.3266553,0.752
161668117,15.6398872,0.684
306263608,11.7973633,0.326
125298121,0.6129219,0.711
1102093577,0.2678155,0.734
446175401,0.3641392,0.761
359588615,4.804392,0.993
367448265,1.8654176,0.52
316249183,8.0585308,0.26
275860377,8.8470804,0.258
86081744,4.3388449,0.331
459894730,12.1115509,0.097
82337809,3.5232799,0.214
138476641,0.4480622,0.633
279462605,4.8024494,0.322
468293391,0.3174147,0.77
53085065,2.9330659,0.656
84342725,2.6986983,0.634
313193981,50.8632251,0.12
121966220,6.7154544,0.379
268221892,1.7496593,0.785
171084337,0.4107993,0.753
310897084,0.8191055,0.541
58108085,2.572415,0.512
237116051,2.4629429,0.388
87251422,7.0661708,0.167
470444880,0.7732767,0.56
367106469,1.4228472,0.485
116853937,1.6866367,0.535
105233028,3.6274028,0.345
252294709,7.8595623,0.146
239022536,1.9311072,0.476
274602479,3.9538363,0.361
275911914,0.3856278,0.509
417728778,3.4313492,0.413
104975120,1.1197175,0.566
722865779,11.863559,0.321
317681251,3.8722646,0.31
356641568,11.4947793,0.106
406681360,4.9015088,0.336
265767012,1.7435304,0.526
408937625,4.064631,0.618
407515765,1.2203942,0.442
369334982,6.952103,0.269
322549898,1.7944602,0.459
266394699,5.7755444,0.417
103452621,6.4198319,0.191
397100292,5.0355131,0.3
265579763,1.167942,0.539
270526513,39.4727069,0.352
103566595,4.1944503,0.844
140736015,14.6253941,0.108
267703012,1.3344937,0.847
59739922,0.5543471,0.557
352940699,0.3650807,0.876
445715549,0.6409436,0.674
3311888,4.0010398,0.72
140804999,0.9449783,0.61
229676244,0.1059836,0.629
303255899,2.2714636,0.34
219788401,0.1371852,0.763
85031598,1.1549206,0.384
306059878,11.7875453,0.197
420757505,4.1659314,0.403
347130362,11.5941268,0.187
115980439,2.3077775,0.479
2595273,2.1129222,0.421
174949325,2.2407828,0.293
428767557,2.5287279,0.459
468827257,17.8706449,0.101
8895896,12.8580885,0.198
142047616,0.1487238,0.547
428981401,16.7779298,0.276
368180294,1.247223,0.61
87429086,2.4338594,0.54
376593757,0.4779766,0.888
239004471,1.6042842,0.502
309600985,11.7618228,0.231
281114303,2.9657396,0.334
357744369,0.4843678,0.546
71103363,2.4486089,0.57
59834339,3.7941214,0.218
155479809,2.6989309,0.493
70999666,2.9444457,0.515
467722869,9.481646,0.221
239052494,3.0814946,0.538
239104484,1.6252972,0.615
470275219,0.2707743,0.64
467113954,7.5681699,0.11
58540876,1.3835269,0.58
62257830,0.2060441,0.544
397184624,0.5930529,0.603
141620020,6.229387,0.366
355010562,3.2542737,0.403
313294818,1.2988199,0.844
239661117,0.38353,0.764
140627676,0.2491776,0.766
470283916,0.7934618,0.517
420500461,2.4787678,0.855
428444188,0.9732728,0.649
288979840,1.5286973,0.382
371706494,13.3260359,0.045
28586609,3.8666422,0.314
137501278,2.1353895,0.249
3034524,0.3574713,0.556
2236015,4.1346604,0.373
117101700,2.7385669,0.489
416947584,0.5556918,0.622
28498786,0.7817808,0.598
420645952,1.8465162,0.693
470314334,1.474674,0.497
428942240,1.0521955,0.785
418292424,3.3637583,0.391
354535363,1.7996637,0.278
408651394,2.0481308,0.281
141525324,0.724898,0.441
21319374,1.7609748,0.43
99391575,2.7262669,0.416
661540044,0.461292,0.835
274700641,1.1813646,0.963
297899564,7.9717615,0.112
408651399,2.048089,0.272
420574964,19.6690093,0.024
281486906,3.462772,0.287
85785338,2.2286332,0.442
354023414,1.3532158,0.551
313142195,1.4614588,0.318
266220739,9.8668383,0.202
470391356,5.0255956,0.479
354437781,1.308885,0.543
440459327,0.3022254,0.727
470358759,19.2083565,0.148
155669153,4.8729679,0.569
417885833,4.1165062,0.162
664915372,2.9716118,0.222
320947341,1.033452,0.523
353129911,2.9718172,0.298
143959183,1.56854,0.65
260058315,1.5340805,0.541
418244848,3.4572043,0.459
310785613,6.4549258,0.178
289564387,0.9125527,0.561
138171285,21.4987717,0.169
417728463,0.9557966,0.441
358018612,2.3328912,0.598
312353805,4.9518994,0.306
376595143,6.6764774,0.365
142154041,2.9486974,0.426
237105551,95.6494225,0.031
233205987,0.3640697,0.868
122275115,16.727168,0.109
353962058,1.1516198,0.603
67296459,0.321231,0.582
122104276,3.5427169,0.442
317674257,3.0569931,0.187
117099990,3.1960683,0.424
62702862,2.1513033,0.908
156091346,2.3154933,0.396
174757717,8.6399351,0.101
87094608,12.6709793,0.259
426389397,3.5092612,0.435
104743460,3.193325,0.309
252214164,20.9522022,0.212
232612416,4.3601328,0.197
742037143,0.1872909,0.397
458387660,3.9644119,0.175
802015620,0.5090537,0.376
4164713,0.2747868,0.832
400621146,1.6514433,0.591
252906811,4.5989011,0.616
86396382,1.0913529,0.559
130158363,2.849848,0.346
239187696,0.8143008,0.46
457127187,6.8535197,0.511
445069009,0.559779,0.569
192071095,12.1727418,0.117
189814368,2.7923441,0.308
191965113,20.8289572,0.076
126232983,4.5363155,0.301
149833117,4.0524213,0.246
372759279,1.2383845,0.598
276252961,0.1558772,0.542
359552377,3.4390835,0.554
441608578,1.1157777,0.553
289969374,0.2558883,0.738
16479253,6.9481612,0.347
80929740,4.738775,0.321
16700335,2.8700507,0.521
392068173,2.7895942,0.408
172421004,1.0626485,0.675
470975994,3.9596193,0.346
190332444,1.5945732,0.328
153891668,2.2268301,0.576
156921656,4.3493176,0.549
10048801,3.6987295,0.459
159346490,0.5825923,0.626
130158361,2.850038,0.334
302908037,0.4048561,0.502
88703412,2.8699727,0.352
456307422,2.6121503,0.444
147611197,0.3795969,0.979
160492551,0.6074426,0.708
461662295,20.5400465,0.082
16596302,2.546673,0.871
335564109,4.3894303,0.237
456263109,0.771336,0.642
99641129,0.0956464,0.543
144282524,0.2929314,0.584
4299830,0.5341187,0.427
368779536,3.9570861,0.324
55339898,0.7196603,0.548
160425283,0.2653612,0.756
11799874,4.2579273,0.366
192201543,17.4624961,0.179
192111972,22.8434607,0.076
138333980,17.8883306,0.081
22590328,2.7375935,0.295
10057647,16.26353,0.076
470966839,3.1457956,0.423
16703161,6.003065,0.261
142587827,0.4393982,0.887
71330078,2.4572479,0.442
11491822,9.9465911,0.207
142618244,4.7796864,0.236
445067946,0.4084367,0.909
86232609,2.9219038,0.265
11799872,4.2578574,0.364
99135783,3.2383444,0.776
165797593,0.369721,0.405
396740648,3.7704481,0.267
142258314,0.8441977,0.696
98974882,2.1317486,0.46
90935391,2.6722464,0.262
461662516,0.3732551,0.792
252914221,19.5468227,0.076
459758530,9.8377035,0.172
172171873,2.525087,0.502
240154683,4.0379616,0.495
172036040,1.4252801,0.588
441613385,0.2082523,0.455
172224309,4.1737535,0.794
240122720,0.269378,0.538
318067171,2.1805537,0.325
71266846,0.1336195,0.582
55655482,7.920336,0.169
229538190,0.7325984,0.936
257241363,5.5904852,0.222
137503140,2.9355373,0.319
39643723,1.3131123,0.53
441602378,1.2745998,0.439
103656297,0.2877918,0.905
357111084,0.2528995,0.714
147610499,0.5288505,0.75
139303531,0.5394192,0.57
197183006,0.5663165,0.477
139252264,1.1325693,0.46
191933664,9.8154184,0.163
286917658,0.3216191,0.727
461660512,1.1662118,0.908
16485009,1.0056497,0.829
38215399,2.4335384,0.418
456260162,1.4823328,0.549
81038220,2.0224598,0.532
102841799,5.2629645,0.495
67565466,2.8158925,0.275
371165722,2.2499775,0.508
312865025,2.7349626,0.562
240155327,6.1228947,0.217
16805617,8.4909155,0.074
101547609,21.454335,0.562
285019418,0.1366069,0.554
318230704,3.5553166,0.391
9361438,8.6077407,0.14
289716926,0.5909092,0.647
142441910,2.8796587,0.359
233120979,5.9630913,0.206
157847499,0.1752063,0.619
457139088,3.3255111,0.202
99784331,0.5234661,0.705
8677671,1.1159766,0.564
318210930,0.2277127,0.792
149438705,0.2641329,0.465
219016721,4.2348652,0.688
172933154,5.7872723,0.22
287196418,3.6950194,0.418
8766412,2.319333,0.909
329289186,0.5525069,0.588
172517058,2.4365191,0.242
252791409,17.9413714,0.048
8245065,0.3280228,0.748
458479571,36.6022571,0.028
318217844,1.2222939,0.61
117378874,0.3745944,0.668
99746674,0.2716514,0.584
232524483,0.372987,1.008
172529744,9.0119805,0.223
459789367,0.6873525,0.612
17206122,4.4532299,0.26
82224114,0.3761241,0.781
21499327,14.7836424,0.167
330753460,0.3794957,0.689
307907420,3.2985999,0.33
357133493,4.3438508,0.196
24004619,2.9160743,0.534
4957914,1.2463608,0.503
198507944,0.3422844,0.719
202295392,7.3283043,0.477
39065113,4.6892054,0.32
142865103,13.3344976,0.148
453426326,14.3924107,0.439
311188656,2.3947368,0.293
67949277,1.785531,0.591
88646716,0.4149777,0.793
56912737,20.6894168,0.083
16805628,4.0757598,0.233
21499609,8.4780878,0.205
53479497,0.2712799,0.922
188512866,1.68149,0.531
150251466,12.3875684,0.095
150225473,0.418378,0.605
137905775,0.4031699,0.516
55753808,0.4155585,0.84
157840032,0.5022673,0.546
270491862,0.4487965,0.785
406781370,0.8966773,0.826
445829772,0.205193,0.821
138543573,1.1646797,0.627
8200343,12.9845622,0.086
302668828,5.5076989,0.25
377390037,1.8044896,0.813
16805614,8.4916123,0.098
39074755,1.5689732,0.791
308015513,4.3257042,0.163
166532356,10.5729573,0.117
331947033,3.027673,0.248
453431591,1.0098978,0.445
318290913,15.021469,0.066
142791832,6.5419253,0.246
332064670,0.7363201,0.488
139367232,0.56328,0.523
8769657,0.4264695,0.574
17299918,2.0280582,0.337
4971740,0.8677957,0.36
406758816,3.0633368,0.542
287095354,0.4789819,0.635
233635280,1.3742054,0.532
272672133,3.4939021,0.29
126325291,0.8293766,0.53
39074957,2.0033852,0.501
148656659,1.6566498,0.51
318357083,3.2440114,0.417
284660677,1.5806939,0.627
446127290,0.3336468,0.715
157273362,1.9999011,0.344
101546875,4.6840246,0.299
147611185,0.3683311,0.999
284892951,1.4609218,0.517
260124760,1.0802768,0.59
315120782,0.9337639,0.429
308307606,4.8400269,0.306
400525177,1.8716307,0.686
106055469,0.3646438,0.628
101497151,1.2520502,0.43
437241830,0.9442651,0.616
157754133,2.295572,0.398
179238861,1.1654195,0.566
344175457,3.9251811,0.436
140132301,0.6570841,0.977
55222620,5.1962117,0.21
89787749,0.5413152,0.661
72605231,3.9370184,0.312
167983141,10.4099243,0.173
55222619,5.196159,0.207
286310830,8.3685918,0.316
334886280,12.0007398,0.271
192990023,0.900898,0.702
122330743,0.9163618,0.513
35655828,8.072659,0.241
36077464,0.1728147,0.842
22146154,18.1921987,0.107
269342892,0.4488067,0.707
148612685,5.0101293,0.179
71298511,2.1525597,0.552
374366829,5.6234927,0.164
40534599,0.3567582,0.793
192087959,2.4768652,0.392
29914747,0.7713663,0.622
148544875,3.4879971,0.176
281494100,2.3073972,0.418
157774304,11.7845114,0.11
145116411,1.0188601,0.575
30828562,3.1122867,0.237
5092088,10.125882,0.231
73201833,0.8649434,0.594
193271278,2.1742728,0.506
73386477,2.1803939,0.549
350141132,4.6089439,0.359
275083922,2.9241644,0.204
294327312,0.9185462,0.585
48063034,0.5862504,0.705
30122338,7.0401695,0.349
49003142,2.502933,0.455
45599777,5.3135877,0.22
269562415,1.4545105,0.68
48063032,0.5862463,0.69
437248515,3.4058842,0.262
11561667,3.0876595,0.286
49418981,2.5677451,0.512
437230910,0.380517,0.369
53997651,2.9173324,0.159
31810287,4.7615506,0.233
168384614,2.2676988,0.633
423524230,2.5814001,0.3
53189332,9.2908633,0.271
307488085,1.0045161,0.752
74528318,4.670058,0.215
385231167,2.3675168,0.547
36734222,0.8134735,0.439
140064648,0.5397545,0.888
410392940,0.3628327,0.884
48335665,4.6274812,0.698
193136669,1.5660057,0.65
35009375,1.0713401,0.763
106403786,2.1954573,0.497
140691463,2.0845385,0.3
219310882,0.7542206,0.437
308076113,0.2635613,0.747
393837491,8.573822,0.111
335499997,0.4328032,0.499
410299018,0.3558795,0.998
157788279,0.3552452,0.859
70717462,2.9486252,0.487
49175300,0.2641902,0.888
260609205,4.4617534,0.433
286396160,7.4284966,0.336
340135575,0.582766,0.841
158150633,4.156442,0.276
44988465,7.5638488,0.15
47380518,1.0953775,0.525
22120766,2.496703,0.683
270742379,4.2905344,0.701
158329676,3.0672444,0.397
219187649,2.1540775,0.3
315002523,3.3023722,0.496
75818403,0.5635614,0.712
177175199,1.0404134,0.491
19271382,2.5883459,0.381
193092806,0.1185081,0.516
5703872,16.2814462,0.163
73723286,14.0655737,0.102
23324827,6.1877672,0.312
71546916,9.8598511,0.15
102691227,2.4197641,0.435
375477302,3.0728583,0.251
410359089,0.752322,0.892
149990841,4.453184,0.165
291466214,7.0505819,0.264
48476907,4.7132565,0.224
168312820,6.9341227,0.134
286310836,8.3748025,0.32
308404140,2.3758614,0.758
187930369,4.9365603,0.293
148611095,4.8374698,0.146
48372732,1.0955633,0.553
24972851,4.0217397,0.336
106470229,5.0203952,0.247
102978235,3.6841111,0.471
74627376,2.6136637,0.592
53178352,1.0813531,0.706
102195674,8.7572,0.246
189349514,2.5142319,0.578
400445441,1.0976885,0.839
349970685,1.2567058,0.371
47352608,0.4434482,0.821
322732889,2.9114714,0.859
434479378,1.5663355,1.008
140066660,1.6642292,0.961
105992935,0.7061056,0.306
179295564,7.33385,0.212
436802660,1.5378205,0.613
92743594,4.2253213,0.307
22079739,0.6861425,0.458
281731203,11.6335179,0.23
30562668,3.8522421,0.478
267542728,39.7264662,0.237
328860378,2.167742,0.521
22017780,0.3842047,0.809
22818693,5.6296634,0.128
165982704,0.2976868,0.844
380618882,6.4702019,0.25
459190726,4.108026,0.35
255921197,0.8892865,0.542
161687316,0.8164077,0.643
97472236,0.6384973,0.797
67474119,0.4569562,0.769
386956587,0.4392298,0.885
376524552,3.713301,0.225
86182628,26.5439653,0.091
77139245,1.7371057,0.521
14826027,0.912568,0.747
141148944,0.8652485,0.57
156376126,0.3518407,0.665
95927692,0.6609839,0.527
61285257,0.2345175,0.547
9461737,0.6369756,0.574
18028547,7.399122,0.124
115920747,7.9350688,0.188
138910382,1.1663118,0.341
141148940,1.7303098,0.552
63309085,0.3464973,0.961
328862783,10.1307743,0.191
380618779,1.8120745,0.477
388843945,2.209582,0.368
393894013,0.8158802,0.606
202509016,38.5951605,0.137
207397638,4.0201743,0.519
136995510,2.7539308,0.363
97486585,1.5086417,0.737
341525754,0.1567088,0.61
149470723,1.7368043,0.621
139061135,1.1682788,0.562
139452314,0.3467611,0.785
135085261,4.4868623,0.35
9391285,2.7525411,0.303
393819751,2.0517787,0.803
230061567,0.28798,0.989
39174351,0.5737275,0.997
99254945,7.7078125,0.1
138756003,1.3526452,0.616
138819130,10.7880606,0.239
376689171,0.5210691,0.629
14948284,2.7036866,0.545
157018051,15.0814007,0.079
376606423,0.8545939,0.5
347329162,4.6169803,0.27
180670276,2.3444761,0.281
367683204,0.2206848,0.726
199549116,1.5859642,0.376
180570279,4.7980204,0.533
310170498,0.3222297,0.857
392963260,12.4176103,0.081
258923466,4.8741958,0.279
20239565,6.0211645,0.257
67707406,1.2568011,0.558
159983399,0.4190329,0.782
116503129,0.1712539,0.783
175402069,0.1010169,0.516
71612483,1.2168732,0.431
20212631,0.2971598,0.824
357398957,0.4777678,0.606
156067195,3.5500014,0.176
390651552,1.467189,0.42
339540793,3.7739942,0.418
274509791,1.1988499,0.604
67707714,0.3171474,0.729
409343223,5.1106354,0.316
310170268,8.3173515,0.067
9058724,3.5605419,0.442
232527356,0.3669901,0.835
149566964,4.8135852,0.281
357358259,2.4961588,0.523
359188252,8.0473797,0.119
165987272,15.6888569,0.212
388940613,0.4525991,0.92
28188795,1.2694135,0.672
156563222,0.2711506,0.75
416024040,0.6553237,0.634
445074203,4.3690689,0.192
292115251,3.4926302,0.346
376923942,9.3354434,0.101
422251657,3.9300333,0.244
365089053,0.7755622,0.689
155998626,0.6404518,0.81
158016784,3.1980519,0.662
393639812,1.7381397,0.593
357345626,3.6436594,0.601
28157482,3.2817358,0.358
92132777,13.9294661,0.112
417175621,3.3327249,0.341
68032616,1.0780698,0.55
316317026,3.5507697,0.236
207394908,1.3010871,0.347
309828087,2.5149574,0.41
366786599,1.1317802,0.956
95525589,0.2180114,0.747
116520408,0.2908731,0.783
233722938,10.7579446,0.068
95525590,0.2180114,0.746
198109209,0.9582095,0.917
20299889,7.6062167,0.496
406798603,0.9063451,0.601
92132775,13.9295519,0.112
149583965,0.4627844,0.893
390632932,0.3737141,0.957
9036901,3.4130085,0.599
116502572,3.9329568,0.553
389510663,3.2082555,0.338
229750058,10.1827843,0.146
28290956,6.0036044,0.213
207504663,0.5882432,0.629
165976940,5.9401653,0.218
27112021,0.4079911,0.957
365198355,0.55875,0.775
365070861,0.3776547,0.977
422332463,0.423449,0.87
422246362,2.4231935,0.392
159871619,1.2099549,0.488
365069916,6.3138363,0.427
159202185,0.2835585,0.548
357398958,0.4777631,0.607
149622009,0.255229,0.733
219739347,0.7735263,0.487
156074324,2.9351862,0.25
399181042,3.1442913,0.779
138256097,0.4639323,0.787
155968973,0.3418805,0.868
155988736,6.8489974,0.415
286036831,0.6319581,0.944
72534221,7.2291095,0.197
88118399,0.2478252,0.892
157968186,2.0688135,0.495
365203184,5.2611036,0.18
66715008,0.3984963,0.755
116484192,0.2764742,0.788
393672471,1.3114508,0.556
365070128,7.2527315,0.159
116380226,15.3229639,0.14
198382308,2.3112289,0.426
365059891,14.8991013,0.065
258918831,5.9856044,0.177
138256675,0.5689197,0.709
219843981,0.3016095,0.728
259126549,14.7690385,0.158
392909786,0.2038337,0.632
422252417,0.4932207,0.585
67813700,0.7173662,0.562
51288359,1.8014089,0.574
296672022,3.4668153,0.443
339568213,5.8232942,0.576
67982365,2.4938218,0.364
314527844,2.9479377,0.465
279319810,7.4961062,0.188
177283727,3.95617,0.28
364200513,7.671829,0.313
150031040,9.7627033,0.256
233558430,7.3221517,0.241
399822840,1.0025595,0.579
198181552,2.8224469,0.338
170255099,1.3032304,0.466
137516558,3.8822389,0.291
352915304,3.4938605,0.318
359042174,3.3954348,0.509
177417406,1.9575805,0.583
345324572,5.1572434,0.381
335995445,4.1735463,0.341
26993764,1.8842931,0.394
461318755,1.1404707,0.473
307040154,3.3649953,0.328
53713272,3.9897025,0.341
21175869,2.7393993,0.875
65200579,3.9293052,0.543
59025325,3.8268311,0.496
456260074,16.6532886,0.285
99135781,3.2343265,0.777
220569051,2.778273,0.416
231275247,4.0079017,0.445
270622440,2.44506,0.505
441464221,11.475145,0.134
355601117,4.1519578,0.489
270411008,17.3506499,0.066
231010756,3.7845188,0.161
67559369,14.7103164,0.05
97467902,2.0450862,0.568
29847695,4.9983914,0.283
322493523,1.5323477,0.469
219222201,2.3832589,0.531
115693377,4.9279264,0.238
63785934,1.4701245,0.554
55369219,1.9795959,0.471
52079677,9.030013,0.134
54018297,1.9397502,0.56
98658304,5.9307456,0.171
306773020,1.3773899,0.515
198011271,1.9335604,0.429
279949020,13.0987154,0.1
114471605,6.3869005,0.143
31850842,2.3198144,0.32
300972613,0.7761167,0.479
9054370,3.1899595,0.29
316769815,1.712204,0.557
69888530,10.3516947,0.347
220523550,13.4964231,0.166
219238496,6.5054324,0.238
396721448,29.4183827,0.317
3816260,13.1278709,0.122
308225941,1.5194621,0.558
231061733,2.3982071,0.709
231840927,1.6357575,0.261
382069435,5.4878834,0.579
234518605,5.6784598,0.266
215336287,2.5922851,0.538
259543079,40.3040804,0.01
3921749,5.6112212,0.175
234347951,23.3047751,0.037
279741942,14.2160823,0.091
251858265,1.0572148,0.405
219998089,6.2021457,0.337
142177867,1.4352892,0.396
63941711,1.0387453,0.309
299135660,5.7698052,0.337
38937499,4.0555582,0.113
219984354,1.2382039,0.55
197908268,0.9131569,0.623
123405765,1.1497091,0.521
164681172,4.9053187,0.226
231833061,26.187637,0.013
28051929,13.6346813,0.153
268529943,4.3035024,0.331
10756751,3.4885322,0.571
9209932,3.5225329,0.45
382323697,7.7742733,0.273
220015845,26.3381651,0.033
115275539,1.7630617,0.505
120566395,0.8884682,0.394
350954272,3.3239802,0.631
231851620,3.7168766,0.442
389754103,3.8034748,0.464
197931263,2.5185892,0.497
39018208,6.6493104,0.143
237342298,2.6920849,0.505
49677785,1.5942503,0.485
220567625,19.4266015,0.128
164752991,1.2224224,0.327
389669796,8.4770958,0.134
33912852,1.7050008,0.361
389754101,3.8034403,0.462
197886566,0.8721425,0.496
231279823,5.9684525,0.199
146761368,1.835438,0.628
178171080,6.5011864,0.301
77030554,10.2871845,0.304
100918213,0.5129265,0.574
111267340,1.2703727,0.471
220430912,2.0326671,0.561
234494090,1.9452414,0.266
41865879,6.882728,0.573
91638523,3.1664342,0.484
327996089,2.1739308,0.378
13092260,13.2458144,0.111
402112785,10.9407277,0.075
259675295,2.2322261,0.648
332488398,2.0835732,0.338
33665328,2.0539339,0.442
3815360,19.5810469,0.06
38699825,2.0846441,0.592
244163413,1.7880458,0.407
266735682,1.1352356,0.555
401889117,6.5862074,0.205
159897979,14.0549592,0.109
349835367,3.3408227,0.544
220521199,0.7288498,0.645
197887879,14.5286478,0.07
215403644,2.1963465,0.558
116417661,2.2776724,0.481
10838695,2.3061233,0.527
391902612,4.5521502,0.524
401869914,2.6082825,0.556
100029948,2.7775647,0.337
129764561,2.4348772,0.54
79548760,7.971971,0.173
207200487,2.5043927,0.686
183596242,0.4455952,0.541
206468815,7.3703493,0.181
259589049,9.9682009,0.226
198037741,0.7799848,0.659
287351976,1.9219583,0.555
301022235,1.8722211,0.566
91542943,5.3266949,0.17
266770712,0.7904541,0.653
259373684,21.6867871,0.03
281498280,0.7506328,0.427
117549840,0.6660209,0.485
358232450,1.6697714,0.574
270622446,2.4450689,0.525
24704862,17.2004992,0.213
349907707,5.1331502,0.647
31653503,6.6806299,0.549
300654002,2.7581426,0.563
273792220,1.9879087,0.441
339607421,2.4382283,0.316
114819301,9.7729818,0.109
69949079,13.0559028,0.715
31796120,1.9941899,0.517
4629065,11.794327,0.279
200440270,1.0788761,0.604
121078334,0.9285757,0.643
301407485,2.6641343,0.53
200363295,0.7531866,0.525
77158150,2.4869479,0.466
381167995,0.8242596,0.668
144598282,0.6606694,0.726
231809798,0.9056737,0.408
453828066,9.1345195,0.248
461713146,4.9792349,0.59
404477044,3.5517039,0.448
35743561,2.7207961,0.544
318887874,2.9746798,0.541
261332760,5.6727335,0.304
77209028,1.1377695,0.538
301405723,0.9427072,0.59
65448527,0.6678304,0.74
259701720,3.972003,0.528
347545091,4.3938962,0.569
144539611,3.9809609,0.23
323295967,0.424537,0.721
121156576,7.9497566,0.428
12631605,0.7088063,0.539
425077106,2.2322162,0.577
146688260,0.5030694,0.52
387544749,2.8196171,0.485
200297691,6.9788711,0.534
170635351,13.6518985,0.711
347545020,2.7807107,0.486
302457456,0.9751629,0.58
166874908,2.1893105,0.571
35101462,4.1729015,0.21
318868368,1.8456244,0.509
7695666,17.5537009,0.093
274039311,4.5541186,0.142
161638713,12.6165358,0.311
98853987,2.7284203,0.511
250387838,6.8862416,0.165
143022688,1.5661604,0.325
219362976,15.9543896,0.02
66572840,5.7569119,0.306
142929481,1.1467361,0.504
88479623,0.9182032,0.502
369370898,1.7104489,0.411
219421171,8.302977,0.165
98853990,2.7283715,0.5
279097963,10.5242227,0.104
33834253,3.2320815,0.55
38588414,3.9642364,0.264
178352046,5.7768236,0.339
12529950,2.4004337,0.308
4723156,9.4901054,0.026
259470701,2.5430268,0.54
88571421,3.1905328,0.255
88380001,4.4332324,0.147
121048789,1.288246,0.393
251087387,3.0249036,0.333
178242590,1.3019741,0.545
422844353,13.2693897,0.191
178284729,2.2359849,0.201
4742129,2.0720163,0.375
142852841,3.4208469,0.185
153742549,6.0704815,0.309
361993750,1.5991689,0.416
44890224,10.62318,0.081
453828065,9.138309,0.231
161577376,8.2844594,0.182
358335586,1.2212853,0.564
89045042,12.6427516,0.088
231293332,3.5757198,0.319
257691369,85.8515645,0.029
153709888,2.1663476,0.391
279454212,11.761213,0.075
153741139,16.588177,0.166
170749770,5.3055493,0.444
