TIC,Tmag,status,author_used,n_sectors,n_points,authors_tried,error
334477407,14.26,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
366841172,14.28,NO_DATA,,0,0,,
425075516,14.3,NO_DATA,,0,0,,
14005082,14.05,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0017-0000000014005082_tess\hlsp_tars_tess_ffi_s0017-0000000014005082_tess_v01_lc.fits of type gener
55586854,14.34,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
1967850858,14.11,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0014-0000000043302326_tess\hlsp_tars_tess_ffi_s0014-0000000043302326_tess_v01_lc.fits of type gener
67410006,14.0,OK,GSFC-ELEANOR-LITE,2,2165,GSFC-ELEANOR-LITE,
359138815,14.23,OK,GSFC-ELEANOR-LITE,2,2167,GSFC-ELEANOR-LITE,
383101733,14.33,OK,GSFC-ELEANOR-LITE,2,2164,GSFC-ELEANOR-LITE,
208499311,13.9,NO_DATA,,0,0,,
157100234,14.1,NO_DATA,,0,0,,
423229949,14.3,NO_DATA,,0,0,,
73190461,14.34,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
470026675,14.05,NO_DATA,,0,0,,
91602495,14.16,NO_DATA,,0,0,,
319830342,14.33,NO_DATA,,0,0,,
43316469,13.96,NO_DATA,,0,0,,
146612334,14.1,OK,GSFC-ELEANOR-LITE,2,2189,GSFC-ELEANOR-LITE,
457850280,14.22,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
377799312,14.01,OK,QLP,1,1237,QLP,
348327272,14.34,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
54282826,14.32,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
142276193,13.93,DOWNLOAD_ERROR,,0,0,"TASOC,TARS",Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0014-0000000142276193_tess\hlsp_tars_tess_ffi_s0014-0000000142276193_tess_v01_lc.fits of type gener
217034625,14.03,NO_DATA,,0,0,,
100128573,14.22,NO_DATA,,0,0,,
391093272,14.11,NO_DATA,,0,0,,
335020489,14.28,OK,GSFC-ELEANOR-LITE,1,964,GSFC-ELEANOR-LITE,
304804018,14.25,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
366664421,14.04,NO_DATA,,0,0,,
371603115,14.29,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
119461205,13.97,OK,GSFC-ELEANOR-LITE,1,903,GSFC-ELEANOR-LITE,
377920276,14.21,NO_DATA,,0,0,,
453801383,14.31,OK,GSFC-ELEANOR-LITE,2,2193,GSFC-ELEANOR-LITE,
158333642,14.13,OK,GSFC-ELEANOR-LITE,2,2189,GSFC-ELEANOR-LITE,
60231369,14.04,NO_DATA,,0,0,,
298050447,14.27,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
71277966,14.29,OK,TASOC,2,1616,TASOC,
457634605,13.89,NO_DATA,,0,0,,
150246803,14.49,OK,GSFC-ELEANOR-LITE,12,12295,GSFC-ELEANOR-LITE,
46375910,14.49,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0051-0000000046375910_tess\hlsp_tars_tess_ffi_s0051-0000000046375910_tess_v01_lc.fits of type gener
146183625,14.62,OK,GSFC-ELEANOR-LITE,2,1934,GSFC-ELEANOR-LITE,
33085006,14.68,OK,GSFC-ELEANOR-LITE,1,1049,GSFC-ELEANOR-LITE,
318879521,14.41,NO_DATA,,0,0,,
71903832,14.48,NO_DATA,,0,0,,
188306671,14.42,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
68276140,14.49,NO_DATA,,0,0,,
120017739,14.67,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
386512940,14.71,OK,GSFC-ELEANOR-LITE,1,1104,GSFC-ELEANOR-LITE,
329178178,14.56,NO_DATA,,0,0,,
380943251,14.53,OK,GSFC-ELEANOR-LITE,1,798,GSFC-ELEANOR-LITE,
196206002,14.48,NO_DATA,,0,0,,
316210401,14.68,OK,QLP,3,19007,QLP,
93198134,14.61,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
172865957,14.66,NO_DATA,,0,0,,
297350195,14.56,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
367820296,14.62,NO_DATA,,0,0,,
323764927,14.67,OK,GSFC-ELEANOR-LITE,1,1147,GSFC-ELEANOR-LITE,
451940416,14.54,OK,PATHOS,1,1237,"CDIPS,PATHOS",
360088761,14.61,OK,GSFC-ELEANOR-LITE,2,2167,GSFC-ELEANOR-LITE,
229751826,14.45,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
219569680,14.61,OK,TASOC,2,1988,TASOC,
303450688,14.67,NO_DATA,,0,0,,
84366970,14.44,NO_DATA,,0,0,,
345292208,14.67,NO_DATA,,0,0,,
459443875,14.48,NO_DATA,,0,0,,
345085224,14.56,OK,GSFC-ELEANOR-LITE,1,1177,GSFC-ELEANOR-LITE,
255797489,14.45,NO_DATA,,0,0,,
276077884,14.41,OK,GSFC-ELEANOR-LITE,1,1120,GSFC-ELEANOR-LITE,
247637164,14.69,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
516299460,14.52,OK,GSFC-ELEANOR-LITE,1,1107,GSFC-ELEANOR-LITE,
262762948,14.54,OK,GSFC-ELEANOR-LITE,1,1029,GSFC-ELEANOR-LITE,
348897865,14.6,OK,GSFC-ELEANOR-LITE,11,11253,GSFC-ELEANOR-LITE,
127263318,14.62,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
395250832,14.44,NO_DATA,,0,0,,
463169336,14.39,OK,GSFC-ELEANOR-LITE,1,1032,GSFC-ELEANOR-LITE,
130140198,14.52,NO_DATA,,0,0,,
102573447,14.67,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
188870010,14.46,NO_DATA,,0,0,,
320471925,14.55,NO_DATA,,0,0,,
229712390,14.67,OK,TASOC,6,6798,TASOC,
70789982,14.38,OK,QLP,3,29815,QLP,
311308747,14.63,NO_DATA,,0,0,,
261590581,14.4,OK,TESS-SPOC,6,26367,TESS-SPOC,
310811375,14.69,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
272041181,14.7,NO_DATA,,0,0,,
361560062,14.38,NO_DATA,,0,0,,
102540577,14.55,NO_DATA,,0,0,,
239896374,14.44,NO_DATA,,0,0,,
165945160,14.51,NO_DATA,,0,0,,
313557128,14.42,NO_DATA,,0,0,,
338685040,14.4,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
137078673,14.64,NO_DATA,,0,0,,
304876499,14.58,NO_DATA,,0,0,,
44446770,14.39,OK,GSFC-ELEANOR-LITE,1,1100,GSFC-ELEANOR-LITE,
239055283,14.58,NO_DATA,,0,0,,
307379353,14.4,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
166383528,14.7,OK,GSFC-ELEANOR-LITE,1,955,GSFC-ELEANOR-LITE,
366929136,14.42,NO_DATA,,0,0,,
69492951,14.66,NO_DATA,,0,0,,
213632815,14.62,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
465334170,14.58,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
285297743,14.71,NO_DATA,,0,0,,
278117209,14.49,NO_DATA,,0,0,,
90130748,14.54,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
423553806,14.62,NO_DATA,,0,0,,
267574177,14.67,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
249784260,14.42,NO_DATA,,0,0,,
322085933,14.49,OK,GSFC-ELEANOR-LITE,2,2188,GSFC-ELEANOR-LITE,
121490919,14.53,OK,GSFC-ELEANOR-LITE,1,1062,GSFC-ELEANOR-LITE,
86817096,14.4,NO_DATA,,0,0,,
19932586,14.69,NO_DATA,,0,0,,
48552849,14.44,NO_DATA,,0,0,,
366132205,14.59,NO_DATA,,0,0,,
40220617,14.58,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0014-0000000040220584_tess\hlsp_tars_tess_ffi_s0014-0000000040220584_tess_v01_lc.fits of type gener
451041955,14.49,OK,GSFC-ELEANOR-LITE,1,1107,GSFC-ELEANOR-LITE,
458299617,14.44,OK,GSFC-ELEANOR-LITE,1,1107,GSFC-ELEANOR-LITE,
464064971,14.63,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
233542350,14.64,NO_DATA,,0,0,,
385259303,14.55,NO_DATA,,0,0,,
468658156,14.43,NO_DATA,,0,0,,
199612647,14.68,OK,TASOC,2,2292,TASOC,
359416109,14.42,OK,TASOC,2,2292,TASOC,
277909276,14.72,OK,GSFC-ELEANOR-LITE,1,1113,GSFC-ELEANOR-LITE,
162951253,14.56,NO_DATA,,0,0,,
385172724,14.67,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
379037786,14.59,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
55476985,14.86,OK,GSFC-ELEANOR-LITE,13,13367,GSFC-ELEANOR-LITE,
417489696,14.97,NO_DATA,,0,0,,
125941416,14.95,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
125365552,14.84,NO_DATA,,0,0,,
351953147,14.94,NO_DATA,,0,0,,
64690585,14.74,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
160147404,14.89,NO_DATA,,0,0,,
412628074,14.83,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
147441723,14.92,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
146949445,14.84,NO_DATA,,0,0,,
264401494,14.73,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
46892841,14.95,OK,GSFC-ELEANOR-LITE,1,1032,GSFC-ELEANOR-LITE,
385139198,14.98,NO_DATA,,0,0,,
22228965,14.99,NO_DATA,,0,0,,
309653965,14.85,OK,GSFC-ELEANOR-LITE,11,11391,GSFC-ELEANOR-LITE,
1271033182,14.76,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0017-0000001271033182_tess\hlsp_tars_tess_ffi_s0017-0000001271033182_tess_v01_lc.fits of type gener
20212807,14.96,NO_DATA,,0,0,,
233666475,14.91,OK,GSFC-ELEANOR-LITE,1,1054,GSFC-ELEANOR-LITE,
394867664,14.8,OK,TASOC,2,1616,TASOC,
57131520,14.94,OK,GSFC-ELEANOR-LITE,1,1147,GSFC-ELEANOR-LITE,
235808468,14.99,NO_DATA,,0,0,,
100424264,14.98,OK,GSFC-ELEANOR-LITE,1,1029,GSFC-ELEANOR-LITE,
356438647,14.76,NO_DATA,,0,0,,
339901386,14.84,OK,GSFC-ELEANOR-LITE,2,2167,GSFC-ELEANOR-LITE,
272992785,14.79,NO_DATA,,0,0,,
319414089,14.86,NO_DATA,,0,0,,
239187202,14.98,NO_DATA,,0,0,,
344493385,14.94,OK,GSFC-ELEANOR-LITE,3,3274,GSFC-ELEANOR-LITE,
236322059,14.83,NO_DATA,,0,0,,
622656974,14.76,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0017-0000000622656974_tess\hlsp_tars_tess_ffi_s0017-0000000622656974_tess_v01_lc.fits of type gener
24657372,15.0,NO_DATA,,0,0,,
374759769,14.94,OK,TASOC,2,1850,TASOC,
45375947,14.95,NO_DATA,,0,0,,
237507898,14.88,OK,GSFC-ELEANOR-LITE,1,904,GSFC-ELEANOR-LITE,
12928088,14.91,NO_DATA,,0,0,,
394602680,14.74,OK,GSFC-ELEANOR-LITE,2,2167,GSFC-ELEANOR-LITE,
403653178,14.95,NO_DATA,,0,0,,
80644534,14.87,OK,GSFC-ELEANOR-LITE,1,1072,GSFC-ELEANOR-LITE,
385467422,14.81,NO_DATA,,0,0,,
351609866,14.93,NO_DATA,,0,0,,
449836177,15.0,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
51869521,14.95,NO_DATA,,0,0,,
1966166204,15.0,PROCESSING_ERROR,,0,0,CDIPS,The unit 'day' is unrecognized.  It can not be converted to other units.
29260883,14.94,NO_DATA,,0,0,,
311298006,14.95,NO_DATA,,0,0,,
8563543,14.99,NO_DATA,,0,0,,
28515500,14.94,OK,GSFC-ELEANOR-LITE,1,1134,GSFC-ELEANOR-LITE,
338112339,14.88,NO_DATA,,0,0,,
58593381,14.93,OK,GSFC-ELEANOR-LITE,1,1075,GSFC-ELEANOR-LITE,
338161179,14.97,NO_DATA,,0,0,,
102370006,14.94,NO_DATA,,0,0,,
403618454,14.88,NO_DATA,,0,0,,
70598890,14.78,OK,GSFC-ELEANOR-LITE,1,1124,GSFC-ELEANOR-LITE,
369389016,14.92,NO_DATA,,0,0,,
386543695,14.99,NO_DATA,,0,0,,
122818891,14.9,NO_DATA,,0,0,,
329814247,14.96,OK,GSFC-ELEANOR-LITE,1,1081,GSFC-ELEANOR-LITE,
398493152,14.81,NO_DATA,,0,0,,
346535587,14.82,OK,GSFC-ELEANOR-LITE,1,1048,GSFC-ELEANOR-LITE,
332927577,14.93,NO_DATA,,0,0,,
123520305,14.88,NO_DATA,,0,0,,
315681366,14.78,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
139739694,14.99,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
281172097,14.91,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
383287339,14.9,OK,GSFC-ELEANOR-LITE,3,3073,GSFC-ELEANOR-LITE,
145593952,14.89,OK,GSFC-ELEANOR-LITE,2,1966,GSFC-ELEANOR-LITE,
283160340,14.92,NO_DATA,,0,0,,
16343628,14.89,NO_DATA,,0,0,,
98787140,14.98,NO_DATA,,0,0,,
411929530,14.89,PROCESSING_ERROR,,0,0,"TARS,CDIPS",The unit 'day' is unrecognized.  It can not be converted to other units.
31165161,14.85,OK,GSFC-ELEANOR-LITE,1,1123,GSFC-ELEANOR-LITE,
367853691,14.83,PROCESSING_ERROR,,0,0,TASOC,"cannot reshape array of size 0 into shape (0,newaxis)"
3516799,14.77,OK,GSFC-ELEANOR-LITE,2,1962,GSFC-ELEANOR-LITE,
373101514,14.84,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
400871834,15.14,OK,GSFC-ELEANOR-LITE,1,1084,GSFC-ELEANOR-LITE,
62281583,14.74,OK,GSFC-ELEANOR-LITE,1,1147,GSFC-ELEANOR-LITE,
73928182,14.89,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
810800604,14.73,OK,GSFC-ELEANOR-LITE,3,3073,GSFC-ELEANOR-LITE,
8347978,14.78,NO_DATA,,0,0,,
284745381,14.76,NO_DATA,,0,0,,
24143229,14.85,OK,GSFC-ELEANOR-LITE,1,1054,GSFC-ELEANOR-LITE,
806642213,14.82,OK,GSFC-ELEANOR-LITE,3,3073,GSFC-ELEANOR-LITE,
419078364,14.96,NO_DATA,,0,0,,
269666311,14.85,OK,QLP,21,177752,QLP,
154149959,14.73,NO_DATA,,0,0,,
80990897,14.83,OK,GSFC-ELEANOR-LITE,2,1934,GSFC-ELEANOR-LITE,
231200465,13.82,OK,TGLC,1,981,"GSFC-ELEANOR-LITE,TGLC",
139850283,13.27,OK,QLP,3,24457,QLP,
414262531,13.49,OK,GSFC-ELEANOR-LITE,1,1086,GSFC-ELEANOR-LITE,
236791259,13.66,NO_DATA,,0,0,,
335219533,13.74,DOWNLOAD_ERROR,,0,0,TARS,Error in reading Data product C:\Users\Admin\.cache\lightkurve\mastDownload\HLSP\hlsp_tars_tess_ffi_s0026-0000000335219531_tess\hlsp_tars_tess_ffi_s0026-0000000335219531_tess_v01_lc.fits of type gener
132195655,13.16,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
47917292,13.46,OK,QLP,2,13473,QLP,
393923434,13.78,OK,GSFC-ELEANOR-LITE,1,862,GSFC-ELEANOR-LITE,
349702481,13.38,OK,QLP,4,22010,QLP,
269668501,13.28,OK,QLP,4,19145,QLP,
299146010,13.58,OK,GSFC-ELEANOR-LITE,2,2211,GSFC-ELEANOR-LITE,
